rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,USA,R1,JUMP,loss,0,1,SLO_vs_USA,1
2,SLO,R2,JUMP,loss,1,1,SLO_vs_USA,1
3,SLO,R2,JUMP,win,2,1,SLO_vs_USA,1
4,USA,R2,JUMP,loss,2,2,SLO_vs_USA,1
5,USA,R3,JUMP,win,2,3,SLO_vs_USA,1
6,SLO,R3,JUMP,loss,3,3,SLO_vs_USA,1
7,USA,R3,FLOAT,loss,3,4,SLO_vs_USA,1
8,SLO,R4,JUMP,loss,4,4,SLO_vs_USA,1
9,USA,R4,JUMP,loss,4,5,SLO_vs_USA,1
10,SLO,R5,JUMP,loss,5,5,SLO_vs_USA,1
11,USA,R5,JUMP,loss,5,6,SLO_vs_USA,1
12,SLO,R6,HYBRID,loss,6,6,SLO_vs_USA,1
13,USA,R6,JUMP,loss,6,7,SLO_vs_USA,1
14,SLO,R1,JUMP,loss,7,7,SLO_vs_USA,1
15,USA,R1,FLOAT,loss,7,8,SLO_vs_USA,1
16,SLO,R2,JUMP,loss,8,8,SLO_vs_USA,1
17,USA,R2,JUMP,loss,8,9,SLO_vs_USA,1
18,SLO,R3,JUMP,loss,9,9,SLO_vs_USA,1
19,USA,R3,FLOAT,loss,9,10,SLO_vs_USA,1
20,SLO,R4,JUMP,loss,10,10,SLO_vs_USA,1
21,USA,R4,JUMP,loss,10,11,SLO_vs_USA,1
22,USA,R5,JUMP,win,10,12,SLO_vs_USA,1
23,SLO,R5,JUMP,loss,11,12,SLO_vs_USA,1
24,USA,R5,JUMP,loss,11,13,SLO_vs_USA,1
25,SLO,R6,JUMP,loss,12,13,SLO_vs_USA,1
26,USA,R6,JUMP,loss,12,14,SLO_vs_USA,1
27,USA,R1,JUMP,win,12,15,SLO_vs_USA,1
