rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,SLO,R1,FLOAT,loss,0,1,FRA_vs_SLO,1
2,FRA,R2,JUMP,loss,1,1,FRA_vs_SLO,1
3,SLO,R2,FLOAT,loss,1,2,FRA_vs_SLO,1
4,FRA,R3,FLOAT,loss,2,2,FRA_vs_SLO,1
5,SLO,R3,JUMP,loss,2,3,FRA_vs_SLO,1
6,FRA,R4,JUMP,loss,3,3,FRA_vs_SLO,1
7,SLO,R4,JUMP,loss,3,4,FRA_vs_SLO,1
8,FRA,R5,JUMP,loss,4,4,FRA_vs_SLO,1
9,SLO,R5,FLOAT,loss,4,5,FRA_vs_SLO,1
10,SLO,R6,JUMP,win,4,6,FRA_vs_SLO,1
11,SLO,R6,JUMP,win,4,7,FRA_vs_SLO,1
12,FRA,R6,JUMP,loss,5,7,FRA_vs_SLO,1
13,SLO,R6,FLOAT,loss,5,8,FRA_vs_SLO,1
14,FRA,R1,FLOAT,loss,6,8,FRA_vs_SLO,1
15,FRA,R1,JUMP,win,7,8,FRA_vs_SLO,1
16,SLO,R1,JUMP,loss,7,9,FRA_vs_SLO,1
17,FRA,R2,JUMP,loss,8,9,FRA_vs_SLO,1
18,SLO,R2,FLOAT,loss,8,10,FRA_vs_SLO,1
19,FRA,R3,FLOAT,loss,9,10,FRA_vs_SLO,1
20,SLO,R3,JUMP,loss,9,11,FRA_vs_SLO,1
21,SLO,R4,JUMP,win,9,12,FRA_vs_SLO,1
22,FRA,R4,JUMP,loss,10,12,FRA_vs_SLO,1
23,SLO,R4,JUMP,loss,10,13,FRA_vs_SLO,1
24,FRA,R5,JUMP,loss,11,13,FRA_vs_SLO,1
25,SLO,R5,HYBRID,loss,11,14,FRA_vs_SLO,1
26,FRA,R6,JUMP,loss,12,14,FRA_vs_SLO,1
27,FRA,R6,JUMP,win,13,14,FRA_vs_SLO,1
28,SLO,R6,JUMP,loss,13,15,FRA_vs_SLO,1
