rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,USA,R1,JUMP,loss,0,1,ITA_vs_USA,2
2,ITA,R2,JUMP,loss,1,1,ITA_vs_USA,2
3,ITA,R2,JUMP,win,2,1,ITA_vs_USA,2
4,ITA,R2,JUMP,win,3,1,ITA_vs_USA,2
5,ITA,R2,JUMP,win,4,1,ITA_vs_USA,2
6,USA,R2,JUMP,loss,4,2,ITA_vs_USA,2
7,ITA,R3,FLOAT,loss,5,2,ITA_vs_USA,2
8,USA,R3,HYBRID,loss,5,3,ITA_vs_USA,2
9,ITA,R4,JUMP,loss,6,3,ITA_vs_USA,2
10,USA,R4,JUMP,loss,6,4,ITA_vs_USA,2
11,ITA,R5,JUMP,loss,7,4,ITA_vs_USA,2
12,USA,R5,JUMP,loss,7,5,ITA_vs_USA,2
13,ITA,R6,JUMP,loss,8,5,ITA_vs_USA,2
14,USA,R6,FLOAT,loss,8,6,ITA_vs_USA,2
15,USA,R1,JUMP,win,8,7,ITA_vs_USA,2
16,ITA,R1,JUMP,loss,9,7,ITA_vs_USA,2
17,USA,R1,HYBRID,loss,9,8,ITA_vs_USA,2
18,ITA,R2,JUMP,loss,10,8,ITA_vs_USA,2
19,ITA,R2,JUMP,win,11,8,ITA_vs_USA,2
20,USA,R2,JUMP,loss,11,9,ITA_vs_USA,2
21,ITA,R3,HYBRID,loss,12,9,ITA_vs_USA,2
22,ITA,R3,FLOAT,win,13,9,ITA_vs_USA,2
23,ITA,R3,FLOAT,win,14,9,ITA_vs_USA,2
24,ITA,R3,FLOAT,win,15,9,ITA_vs_USA,2
