rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,SLO,R1,JUMP,loss,0,1,ITA_vs_SLO,4
2,ITA,R2,JUMP,loss,1,1,ITA_vs_SLO,4
3,SLO,R2,JUMP,loss,1,2,ITA_vs_SLO,4
4,ITA,R3,FLOAT,loss,2,2,ITA_vs_SLO,4
5,SLO,R3,FLOAT,loss,2,3,ITA_vs_SLO,4
6,ITA,R4,JUMP,loss,3,3,ITA_vs_SLO,4
7,ITA,R4,JUMP,win,4,3,ITA_vs_SLO,4
8,SLO,R4,JUMP,loss,4,4,ITA_vs_SLO,4
9,ITA,R5,JUMP,loss,5,4,ITA_vs_SLO,4
10,ITA,R5,JUMP,win,6,4,ITA_vs_SLO,4
11,ITA,R5,JUMP,win,7,4,ITA_vs_SLO,4
12,ITA,R5,JUMP,win,8,4,ITA_vs_SLO,4
13,SLO,R5,JUMP,loss,8,5,ITA_vs_SLO,4
14,ITA,R6,FLOAT,loss,9,5,ITA_vs_SLO,4
15,ITA,R6,JUMP,win,10,5,ITA_vs_SLO,4
16,SLO,R6,JUMP,loss,10,6,ITA_vs_SLO,4
17,ITA,R1,FLOAT,loss,11,6,ITA_vs_SLO,4
18,SLO,R1,JUMP,loss,11,7,ITA_vs_SLO,4
19,ITA,R2,JUMP,loss,12,7,ITA_vs_SLO,4
20,ITA,R2,JUMP,win,13,7,ITA_vs_SLO,4
21,ITA,R2,JUMP,win,14,7,ITA_vs_SLO,4
22,ITA,R2,HYBRID,win,15,7,ITA_vs_SLO,4
