rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,ITA,R1,JUMP,loss,0,1,BRA_vs_ITA,3
2,ITA,R2,JUMP,win,0,2,BRA_vs_ITA,3
3,BRA,R2,JUMP,loss,1,2,BRA_vs_ITA,3
4,BRA,R2,JUMP,win,2,2,BRA_vs_ITA,3
5,ITA,R2,JUMP,loss,2,3,BRA_vs_ITA,3
6,ITA,R3,FLOAT,win,2,4,BRA_vs_ITA,3
7,BRA,R3,FLOAT,loss,3,4,BRA_vs_ITA,3
8,ITA,R3,FLOAT,loss,3,5,BRA_vs_ITA,3
9,BRA,R4,JUMP,loss,4,5,BRA_vs_ITA,3
10,BRA,R4,JUMP,win,5,5,BRA_vs_ITA,3
11,ITA,R4,FLOAT,loss,5,6,BRA_vs_ITA,3
12,BRA,R5,JUMP,loss,6,6,BRA_vs_ITA,3
13,ITA,R5,JUMP,loss,6,7,BRA_vs_ITA,3
14,ITA,R6,JUMP,win,6,8,BRA_vs_ITA,3
15,ITA,R6,HYBRID,win,6,9,BRA_vs_ITA,3
16,BRA,R6,JUMP,loss,7,9,BRA_vs_ITA,3
17,BRA,R6,JUMP,win,8,9,BRA_vs_ITA,3
18,ITA,R6,HYBRID,loss,8,10,BRA_vs_ITA,3
19,BRA,R1,JUMP,loss,9,10,BRA_vs_ITA,3
20,BRA,R1,FLOAT,win,10,10,BRA_vs_ITA,3
21,BRA,R1,JUMP,win,11,10,BRA_vs_ITA,3
22,ITA,R1,HYBRID,loss,11,11,BRA_vs_ITA,3
23,ITA,R2,JUMP,win,11,12,BRA_vs_ITA,3
24,BRA,R2,JUMP,loss,12,12,BRA_vs_ITA,3
25,BRA,R2,HYBRID,win,13,12,BRA_vs_ITA,3
26,ITA,R2,JUMP,loss,13,13,BRA_vs_ITA,3
27,BRA,R3,JUMP,loss,14,13,BRA_vs_ITA,3
28,ITA,R3,FLOAT,loss,14,14,BRA_vs_ITA,3
29,BRA,R4,JUMP,loss,15,14,BRA_vs_ITA,3
30,ITA,R4,JUMP,loss,15,15,BRA_vs_ITA,3
31,ITA,R5,JUMP,win,15,16,BRA_vs_ITA,3
32,ITA,R5,JUMP,win,15,17,BRA_vs_ITA,3
