rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,FRA,R1,JUMP,win,1,0,FRA_vs_ITA,3
2,ITA,R1,JUMP,loss,1,1,FRA_vs_ITA,3
3,FRA,R2,JUMP,loss,2,1,FRA_vs_ITA,3
4,FRA,R2,FLOAT,win,3,1,FRA_vs_ITA,3
5,ITA,R2,FLOAT,loss,3,2,FRA_vs_ITA,3
6,ITA,R3,JUMP,win,3,3,FRA_vs_ITA,3
7,FRA,R3,FLOAT,loss,4,3,FRA_vs_ITA,3
8,ITA,R3,JUMP,loss,4,4,FRA_vs_ITA,3
9,ITA,R4,JUMP,win,4,5,FRA_vs_ITA,3
10,FRA,R4,JUMP,loss,5,5,FRA_vs_ITA,3
11,FRA,R4,JUMP,win,6,5,FRA_vs_ITA,3
12,ITA,R4,JUMP,loss,6,6,FRA_vs_ITA,3
13,ITA,R5,JUMP,win,6,7,FRA_vs_ITA,3
14,FRA,R5,JUMP,loss,7,7,FRA_vs_ITA,3
15,ITA,R5,JUMP,loss,7,8,FRA_vs_ITA,3
16,ITA,R6,FLOAT,win,7,9,FRA_vs_ITA,3
17,ITA,R6,JUMP,win,7,10,FRA_vs_ITA,3
18,ITA,R6,JUMP,win,7,11,FRA_vs_ITA,3
19,FRA,R6,FLOAT,loss,8,11,FRA_vs_ITA,3
20,FRA,R6,FLOAT,win,9,11,FRA_vs_ITA,3
21,ITA,R6,FLOAT,loss,9,12,FRA_vs_ITA,3
22,FRA,R1,HYBRID,loss,10,12,FRA_vs_ITA,3
23,ITA,R1,FLOAT,loss,10,13,FRA_vs_ITA,3
24,FRA,R2,JUMP,loss,11,13,FRA_vs_ITA,3
25,ITA,R2,FLOAT,loss,11,14,FRA_vs_ITA,3
26,FRA,R3,FLOAT,loss,12,14,FRA_vs_ITA,3
27,ITA,R3,FLOAT,loss,12,15,FRA_vs_ITA,3
