rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,BRA,R1,JUMP,win,1,0,BRA_vs_FRA,5
2,BRA,R1,JUMP,win,2,0,BRA_vs_FRA,5
3,FRA,R1,JUMP,loss,2,1,BRA_vs_FRA,5
4,FRA,R2,JUMP,win,2,2,BRA_vs_FRA,5
5,BRA,R2,JUMP,loss,3,2,BRA_vs_FRA,5
6,BRA,R2,JUMP,win,4,2,BRA_vs_FRA,5
7,BRA,R2,HYBRID,win,5,2,BRA_vs_FRA,5
8,BRA,R2,JUMP,win,6,2,BRA_vs_FRA,5
9,FRA,R2,JUMP,loss,6,3,BRA_vs_FRA,5
10,BRA,R3,JUMP,loss,7,3,BRA_vs_FRA,5
11,FRA,R3,FLOAT,loss,7,4,BRA_vs_FRA,5
12,BRA,R4,JUMP,loss,8,4,BRA_vs_FRA,5
13,FRA,R4,HYBRID,loss,8,5,BRA_vs_FRA,5
14,BRA,R5,FLOAT,loss,9,5,BRA_vs_FRA,5
15,FRA,R5,JUMP,loss,9,6,BRA_vs_FRA,5
16,BRA,R6,FLOAT,loss,10,6,BRA_vs_FRA,5
17,FRA,R6,FLOAT,loss,10,7,BRA_vs_FRA,5
18,BRA,R1,HYBRID,loss,11,7,BRA_vs_FRA,5
19,BRA,R1,JUMP,win,12,7,BRA_vs_FRA,5
20,FRA,R1,JUMP,loss,12,8,BRA_vs_FRA,5
21,BRA,R2,JUMP,loss,13,8,BRA_vs_FRA,5
22,FRA,R2,JUMP,loss,13,9,BRA_vs_FRA,5
23,BRA,R3,JUMP,loss,14,9,BRA_vs_FRA,5
24,FRA,R3,FLOAT,loss,14,10,BRA_vs_FRA,5
25,FRA,R4,JUMP,win,14,11,BRA_vs_FRA,5
26,FRA,R4,JUMP,win,14,12,BRA_vs_FRA,5
27,BRA,R4,JUMP,loss,15,12,BRA_vs_FRA,5
