rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,JPN,R1,HYBRID,loss,0,1,BRA_vs_JPN,3
2,BRA,R2,JUMP,loss,1,1,BRA_vs_JPN,3
3,JPN,R2,JUMP,loss,1,2,BRA_vs_JPN,3
4,JPN,R3,FLOAT,win,1,3,BRA_vs_JPN,3
5,BRA,R3,FLOAT,loss,2,3,BRA_vs_JPN,3
6,BRA,R3,FLOAT,win,3,3,BRA_vs_JPN,3
7,BRA,R3,FLOAT,win,4,3,BRA_vs_JPN,3
8,JPN,R3,HYBRID,loss,4,4,BRA_vs_JPN,3
9,BRA,R4,JUMP,loss,5,4,BRA_vs_JPN,3
10,JPN,R4,JUMP,loss,5,5,BRA_vs_JPN,3
11,BRA,R5,JUMP,loss,6,5,BRA_vs_JPN,3
12,JPN,R5,JUMP,loss,6,6,BRA_vs_JPN,3
13,BRA,R6,JUMP,loss,7,6,BRA_vs_JPN,3
14,BRA,R6,FLOAT,win,8,6,BRA_vs_JPN,3
15,JPN,R6,JUMP,loss,8,7,BRA_vs_JPN,3
16,BRA,R1,HYBRID,loss,9,7,BRA_vs_JPN,3
17,BRA,R1,JUMP,win,10,7,BRA_vs_JPN,3
18,BRA,R1,HYBRID,win,11,7,BRA_vs_JPN,3
19,JPN,R1,JUMP,loss,11,8,BRA_vs_JPN,3
20,JPN,R2,JUMP,win,11,9,BRA_vs_JPN,3
21,JPN,R2,JUMP,win,11,10,BRA_vs_JPN,3
22,BRA,R2,JUMP,loss,12,10,BRA_vs_JPN,3
23,JPN,R2,JUMP,loss,12,11,BRA_vs_JPN,3
24,JPN,R3,FLOAT,win,12,12,BRA_vs_JPN,3
25,BRA,R3,FLOAT,loss,13,12,BRA_vs_JPN,3
26,JPN,R3,HYBRID,loss,13,13,BRA_vs_JPN,3
27,JPN,R4,JUMP,win,13,14,BRA_vs_JPN,3
28,JPN,R4,JUMP,win,13,15,BRA_vs_JPN,3
