rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,USA,R1,JUMP,loss,0,1,JPN_vs_USA,5
2,JPN,R2,JUMP,loss,1,1,JPN_vs_USA,5
3,USA,R2,JUMP,loss,1,2,JPN_vs_USA,5
4,USA,R3,FLOAT,win,1,3,JPN_vs_USA,5
5,JPN,R3,JUMP,loss,2,3,JPN_vs_USA,5
6,JPN,R3,JUMP,win,3,3,JPN_vs_USA,5
7,USA,R3,JUMP,loss,3,4,JPN_vs_USA,5
8,JPN,R4,JUMP,loss,4,4,JPN_vs_USA,5
9,USA,R4,JUMP,loss,4,5,JPN_vs_USA,5
10,JPN,R5,JUMP,loss,5,5,JPN_vs_USA,5
11,USA,R5,JUMP,loss,5,6,JPN_vs_USA,5
12,JPN,R6,JUMP,loss,6,6,JPN_vs_USA,5
13,JPN,R6,JUMP,win,7,6,JPN_vs_USA,5
14,USA,R6,JUMP,loss,7,7,JPN_vs_USA,5
15,USA,R1,FLOAT,win,7,8,JPN_vs_USA,5
16,USA,R1,JUMP,win,7,9,JPN_vs_USA,5
17,JPN,R1,JUMP,loss,8,9,JPN_vs_USA,5
18,USA,R1,HYBRID,loss,8,10,JPN_vs_USA,5
19,USA,R2,JUMP,win,8,11,JPN_vs_USA,5
20,JPN,R2,HYBRID,loss,9,11,JPN_vs_USA,5
21,USA,R2,JUMP,loss,9,12,JPN_vs_USA,5
22,JPN,R3,FLOAT,loss,10,12,JPN_vs_USA,5
23,USA,R3,FLOAT,loss,10,13,JPN_vs_USA,5
24,USA,R4,JUMP,win,10,14,JPN_vs_USA,5
25,JPN,R4,JUMP,loss,11,14,JPN_vs_USA,5
26,USA,R4,JUMP,loss,11,15,JPN_vs_USA,5
