rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,POL,R1,JUMP,loss,0,1,BRA_vs_POL,4
2,BRA,R2,JUMP,loss,1,1,BRA_vs_POL,4
3,POL,R2,JUMP,loss,1,2,BRA_vs_POL,4
4,BRA,R3,JUMP,loss,2,2,BRA_vs_POL,4
5,POL,R3,FLOAT,loss,2,3,BRA_vs_POL,4
6,BRA,R4,JUMP,loss,3,3,BRA_vs_POL,4
7,POL,R4,HYBRID,loss,3,4,BRA_vs_POL,4
8,BRA,R5,JUMP,loss,4,4,BRA_vs_POL,4
9,BRA,R5,HYBRID,win,5,4,BRA_vs_POL,4
10,BRA,R5,JUMP,win,6,4,BRA_vs_POL,4
11,POL,R5,JUMP,loss,6,5,BRA_vs_POL,4
12,POL,R6,HYBRID,win,6,6,BRA_vs_POL,4
13,POL,R6,HYBRID,win,6,7,BRA_vs_POL,4
14,POL,R6,HYBRID,win,6,8,BRA_vs_POL,4
15,POL,R6,FLOAT,win,6,9,BRA_vs_POL,4
16,POL,R6,HYBRID,win,6,10,BRA_vs_POL,4
17,BRA,R6,HYBRID,loss,7,10,BRA_vs_POL,4
18,BRA,R6,JUMP,win,8,10,BRA_vs_POL,4
19,POL,R6,JUMP,loss,8,11,BRA_vs_POL,4
20,BRA,R1,FLOAT,loss,9,11,BRA_vs_POL,4
21,POL,R1,JUMP,loss,9,12,BRA_vs_POL,4
22,POL,R2,HYBRID,win,9,13,BRA_vs_POL,4
23,BRA,R2,JUMP,loss,10,13,BRA_vs_POL,4
24,POL,R2,JUMP,loss,10,14,BRA_vs_POL,4
25,BRA,R3,JUMP,loss,11,14,BRA_vs_POL,4
26,BRA,R3,FLOAT,win,12,14,BRA_vs_POL,4
27,POL,R3,FLOAT,loss,12,15,BRA_vs_POL,4
