rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,ITA,R1,JUMP,loss,0,1,FRA_vs_ITA,1
2,ITA,R2,HYBRID,win,0,2,FRA_vs_ITA,1
3,FRA,R2,JUMP,loss,1,2,FRA_vs_ITA,1
4,ITA,R2,FLOAT,loss,1,3,FRA_vs_ITA,1
5,FRA,R3,FLOAT,loss,2,3,FRA_vs_ITA,1
6,ITA,R3,JUMP,loss,2,4,FRA_vs_ITA,1
7,ITA,R4,JUMP,win,2,5,FRA_vs_ITA,1
8,ITA,R4,JUMP,win,2,6,FRA_vs_ITA,1
9,ITA,R4,JUMP,win,2,7,FRA_vs_ITA,1
10,ITA,R4,JUMP,win,2,8,FRA_vs_ITA,1
11,ITA,R4,JUMP,win,2,9,FRA_vs_ITA,1
12,ITA,R4,JUMP,win,2,10,FRA_vs_ITA,1
13,FRA,R4,JUMP,loss,3,10,FRA_vs_ITA,1
14,ITA,R4,JUMP,loss,3,11,FRA_vs_ITA,1
15,FRA,R5,JUMP,loss,4,11,FRA_vs_ITA,1
16,ITA,R5,JUMP,loss,4,12,FRA_vs_ITA,1
17,FRA,R6,FLOAT,loss,5,12,FRA_vs_ITA,1
18,ITA,R6,FLOAT,loss,5,13,FRA_vs_ITA,1
19,FRA,R1,JUMP,loss,6,13,FRA_vs_ITA,1
20,ITA,R1,JUMP,loss,6,14,FRA_vs_ITA,1
21,FRA,R2,JUMP,loss,7,14,FRA_vs_ITA,1
22,ITA,R2,JUMP,loss,7,15,FRA_vs_ITA,1
