rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,SLO,R1,JUMP,loss,0,1,BRA_vs_SLO,1
2,BRA,R2,JUMP,loss,1,1,BRA_vs_SLO,1
3,SLO,R2,JUMP,loss,1,2,BRA_vs_SLO,1
4,BRA,R3,FLOAT,loss,2,2,BRA_vs_SLO,1
5,SLO,R3,FLOAT,loss,2,3,BRA_vs_SLO,1
6,BRA,R4,JUMP,loss,3,3,BRA_vs_SLO,1
7,SLO,R4,JUMP,loss,3,4,BRA_vs_SLO,1
8,BRA,R5,JUMP,loss,4,4,BRA_vs_SLO,1
9,BRA,R5,JUMP,win,5,4,BRA_vs_SLO,1
10,SLO,R5,JUMP,loss,5,5,BRA_vs_SLO,1
11,SLO,R6,JUMP,win,5,6,BRA_vs_SLO,1
12,SLO,R6,JUMP,win,5,7,BRA_vs_SLO,1
13,BRA,R6,JUMP,loss,6,7,BRA_vs_SLO,1
14,SLO,R6,FLOAT,loss,6,8,BRA_vs_SLO,1
15,BRA,R1,JUMP,loss,7,8,BRA_vs_SLO,1
16,SLO,R1,HYBRID,loss,7,9,BRA_vs_SLO,1
17,BRA,R2,JUMP,loss,8,9,BRA_vs_SLO,1
18,BRA,R2,JUMP,win,9,9,BRA_vs_SLO,1
19,BRA,R2,HYBRID,win,10,9,BRA_vs_SLO,1
20,SLO,R2,JUMP,loss,10,10,BRA_vs_SLO,1
21,BRA,R3,FLOAT,loss,11,10,BRA_vs_SLO,1
22,SLO,R3,FLOAT,loss,11,11,BRA_vs_SLO,1
23,BRA,R4,JUMP,loss,12,11,BRA_vs_SLO,1
24,SLO,R4,JUMP,loss,12,12,BRA_vs_SLO,1
25,BRA,R5,JUMP,loss,13,12,BRA_vs_SLO,1
26,SLO,R5,JUMP,loss,13,13,BRA_vs_SLO,1
27,BRA,R6,FLOAT,loss,14,13,BRA_vs_SLO,1
28,SLO,R6,JUMP,loss,14,14,BRA_vs_SLO,1
29,SLO,R1,FLOAT,win,14,15,BRA_vs_SLO,1
30,BRA,R1,FLOAT,loss,15,15,BRA_vs_SLO,1
31,BRA,R1,HYBRID,win,16,15,BRA_vs_SLO,1
32,BRA,R1,JUMP,win,17,15,BRA_vs_SLO,1
