rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,USA,R1,JUMP,loss,0,1,BRA_vs_USA,4
2,USA,R2,JUMP,win,0,2,BRA_vs_USA,4
3,BRA,R2,JUMP,loss,1,2,BRA_vs_USA,4
4,USA,R2,JUMP,loss,1,3,BRA_vs_USA,4
5,USA,R3,JUMP,win,1,4,BRA_vs_USA,4
6,USA,R3,HYBRID,win,1,5,BRA_vs_USA,4
7,BRA,R3,JUMP,loss,2,5,BRA_vs_USA,4
8,USA,R3,FLOAT,loss,2,6,BRA_vs_USA,4
9,USA,R4,JUMP,win,2,7,BRA_vs_USA,4
10,BRA,R4,JUMP,loss,3,7,BRA_vs_USA,4
11,BRA,R4,JUMP,win,4,7,BRA_vs_USA,4
12,BRA,R4,JUMP,win,5,7,BRA_vs_USA,4
13,USA,R4,JUMP,loss,5,8,BRA_vs_USA,4
14,BRA,R5,JUMP,loss,6,8,BRA_vs_USA,4
15,USA,R5,JUMP,loss,6,9,BRA_vs_USA,4
16,BRA,R6,JUMP,loss,7,9,BRA_vs_USA,4
17,USA,R6,JUMP,loss,7,10,BRA_vs_USA,4
18,USA,R1,FLOAT,win,7,11,BRA_vs_USA,4
19,BRA,R1,JUMP,loss,8,11,BRA_vs_USA,4
20,BRA,R1,HYBRID,win,9,11,BRA_vs_USA,4
21,USA,R1,FLOAT,loss,9,12,BRA_vs_USA,4
22,USA,R2,JUMP,win,9,13,BRA_vs_USA,4
23,BRA,R2,JUMP,loss,10,13,BRA_vs_USA,4
24,USA,R2,JUMP,loss,10,14,BRA_vs_USA,4
25,BRA,R3,HYBRID,loss,11,14,BRA_vs_USA,4
26,USA,R3,FLOAT,loss,11,15,BRA_vs_USA,4
