rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,ITA,R1,FLOAT,loss,0,1,BRA_vs_ITA,4
2,BRA,R2,JUMP,loss,1,1,BRA_vs_ITA,4
3,ITA,R2,JUMP,loss,1,2,BRA_vs_ITA,4
4,BRA,R3,FLOAT,loss,2,2,BRA_vs_ITA,4
5,ITA,R3,HYBRID,loss,2,3,BRA_vs_ITA,4
6,ITA,R4,JUMP,win,2,4,BRA_vs_ITA,4
7,BRA,R4,JUMP,loss,3,4,BRA_vs_ITA,4
8,ITA,R4,JUMP,loss,3,5,BRA_vs_ITA,4
9,ITA,R5,JUMP,win,3,6,BRA_vs_ITA,4
10,BRA,R5,JUMP,loss,4,6,BRA_vs_ITA,4
11,ITA,R5,JUMP,loss,4,7,BRA_vs_ITA,4
12,ITA,R6,JUMP,win,4,8,BRA_vs_ITA,4
13,BRA,R6,JUMP,loss,5,8,BRA_vs_ITA,4
14,ITA,R6,JUMP,loss,5,9,BRA_vs_ITA,4
15,BRA,R1,JUMP,loss,6,9,BRA_vs_ITA,4
16,ITA,R1,JUMP,loss,6,10,BRA_vs_ITA,4
17,BRA,R2,JUMP,loss,7,10,BRA_vs_ITA,4
18,ITA,R2,JUMP,loss,7,11,BRA_vs_ITA,4
19,BRA,R3,HYBRID,loss,8,11,BRA_vs_ITA,4
20,BRA,R3,FLOAT,win,9,11,BRA_vs_ITA,4
21,BRA,R3,FLOAT,win,10,11,BRA_vs_ITA,4
22,BRA,R3,FLOAT,win,11,11,BRA_vs_ITA,4
23,ITA,R3,FLOAT,loss,11,12,BRA_vs_ITA,4
24,BRA,R4,JUMP,loss,12,12,BRA_vs_ITA,4
25,BRA,R4,JUMP,win,13,12,BRA_vs_ITA,4
26,BRA,R4,JUMP,win,14,12,BRA_vs_ITA,4
27,BRA,R4,JUMP,win,15,12,BRA_vs_ITA,4
