rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,POL,R1,JUMP,win,1,0,POL_vs_USA,1
2,USA,R1,HYBRID,loss,1,1,POL_vs_USA,1
3,POL,R2,HYBRID,loss,2,1,POL_vs_USA,1
4,USA,R2,JUMP,loss,2,2,POL_vs_USA,1
5,POL,R3,HYBRID,loss,3,2,POL_vs_USA,1
6,POL,R3,JUMP,win,4,2,POL_vs_USA,1
7,POL,R3,JUMP,win,5,2,POL_vs_USA,1
8,POL,R3,JUMP,win,6,2,POL_vs_USA,1
9,USA,R3,JUMP,loss,6,3,POL_vs_USA,1
10,POL,R4,JUMP,loss,7,3,POL_vs_USA,1
11,USA,R4,JUMP,loss,7,4,POL_vs_USA,1
12,USA,R5,JUMP,win,7,5,POL_vs_USA,1
13,POL,R5,JUMP,loss,8,5,POL_vs_USA,1
14,USA,R5,JUMP,loss,8,6,POL_vs_USA,1
15,POL,R6,JUMP,loss,9,6,POL_vs_USA,1
16,POL,R6,HYBRID,win,10,6,POL_vs_USA,1
17,USA,R6,HYBRID,loss,10,7,POL_vs_USA,1
18,POL,R1,JUMP,loss,11,7,POL_vs_USA,1
19,USA,R1,HYBRID,loss,11,8,POL_vs_USA,1
20,POL,R2,JUMP,loss,12,8,POL_vs_USA,1
21,USA,R2,JUMP,loss,12,9,POL_vs_USA,1
22,POL,R3,JUMP,loss,13,9,POL_vs_USA,1
23,USA,R3,JUMP,loss,13,10,POL_vs_USA,1
24,USA,R4,JUMP,win,13,11,POL_vs_USA,1
25,POL,R4,JUMP,loss,14,11,POL_vs_USA,1
26,USA,R4,JUMP,loss,14,12,POL_vs_USA,1
27,POL,R5,JUMP,loss,15,12,POL_vs_USA,1
