rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,POL,R1,HYBRID,loss,0,1,BRA_vs_POL,5
2,BRA,R2,JUMP,loss,1,1,BRA_vs_POL,5
3,BRA,R2,JUMP,win,2,1,BRA_vs_POL,5
4,BRA,R2,JUMP,win,3,1,BRA_vs_POL,5
5,BRA,R2,JUMP,win,4,1,BRA_vs_POL,5
6,POL,R2,HYBRID,loss,4,2,BRA_vs_POL,5
7,POL,R3,JUMP,win,4,3,BRA_vs_POL,5
8,BRA,R3,JUMP,loss,5,3,BRA_vs_POL,5
9,POL,R3,FLOAT,loss,5,4,BRA_vs_POL,5
10,POL,R4,JUMP,win,5,5,BRA_vs_POL,5
11,BRA,R4,JUMP,loss,6,5,BRA_vs_POL,5
12,POL,R4,JUMP,loss,6,6,BRA_vs_POL,5
13,BRA,R5,JUMP,loss,7,6,BRA_vs_POL,5
14,POL,R5,JUMP,loss,7,7,BRA_vs_POL,5
15,BRA,R6,HYBRID,loss,8,7,BRA_vs_POL,5
16,POL,R6,JUMP,loss,8,8,BRA_vs_POL,5
17,BRA,R1,FLOAT,loss,9,8,BRA_vs_POL,5
18,POL,R1,JUMP,loss,9,9,BRA_vs_POL,5
19,BRA,R2,JUMP,loss,10,9,BRA_vs_POL,5
20,BRA,R2,JUMP,win,11,9,BRA_vs_POL,5
21,POL,R2,JUMP,loss,11,10,BRA_vs_POL,5
22,BRA,R3,JUMP,loss,12,10,BRA_vs_POL,5
23,BRA,R3,FLOAT,win,13,10,BRA_vs_POL,5
24,BRA,R3,FLOAT,win,14,10,BRA_vs_POL,5
25,POL,R3,FLOAT,loss,14,11,BRA_vs_POL,5
26,BRA,R4,JUMP,loss,15,11,BRA_vs_POL,5
