rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,JPN,R1,HYBRID,loss,0,1,ITA_vs_JPN,4
2,ITA,R2,JUMP,loss,1,1,ITA_vs_JPN,4
3,JPN,R2,JUMP,loss,1,2,ITA_vs_JPN,4
4,JPN,R3,JUMP,win,1,3,ITA_vs_JPN,4
5,ITA,R3,FLOAT,loss,2,3,ITA_vs_JPN,4
6,JPN,R3,HYBRID,loss,2,4,ITA_vs_JPN,4
7,ITA,R4,JUMP,loss,3,4,ITA_vs_JPN,4
8,ITA,R4,JUMP,win,4,4,ITA_vs_JPN,4
9,JPN,R4,JUMP,loss,4,5,ITA_vs_JPN,4
10,ITA,R5,JUMP,loss,5,5,ITA_vs_JPN,4
11,JPN,R5,JUMP,loss,5,6,ITA_vs_JPN,4
12,ITA,R6,FLOAT,loss,6,6,ITA_vs_JPN,4
13,JPN,R6,HYBRID,loss,6,7,ITA_vs_JPN,4
14,ITA,R1,JUMP,loss,7,7,ITA_vs_JPN,4
15,ITA,R1,JUMP,win,8,7,ITA_vs_JPN,4
16,ITA,R1,HYBRID,win,9,7,ITA_vs_JPN,4
17,JPN,R1,JUMP,loss,9,8,ITA_vs_JPN,4
18,ITA,R2,JUMP,loss,10,8,ITA_vs_JPN,4
19,ITA,R2,JUMP,win,11,8,ITA_vs_JPN,4
20,JPN,R2,JUMP,loss,11,9,ITA_vs_JPN,4
21,ITA,R3,FLOAT,loss,12,9,ITA_vs_JPN,4
22,JPN,R3,HYBRID,loss,12,10,ITA_vs_JPN,4
23,ITA,R4,JUMP,loss,13,10,ITA_vs_JPN,4
24,ITA,R4,JUMP,win,14,10,ITA_vs_JPN,4
25,JPN,R4,JUMP,loss,14,11,ITA_vs_JPN,4
26,ITA,R5,JUMP,loss,15,11,ITA_vs_JPN,4
