rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,JPN,R1,HYBRID,loss,0,1,FRA_vs_JPN,2
2,FRA,R2,JUMP,loss,1,1,FRA_vs_JPN,2
3,FRA,R2,FLOAT,win,2,1,FRA_vs_JPN,2
4,JPN,R2,HYBRID,loss,2,2,FRA_vs_JPN,2
5,JPN,R3,FLOAT,win,2,3,FRA_vs_JPN,2
6,FRA,R3,FLOAT,loss,3,3,FRA_vs_JPN,2
7,JPN,R3,JUMP,loss,3,4,FRA_vs_JPN,2
8,FRA,R4,JUMP,loss,4,4,FRA_vs_JPN,2
9,JPN,R4,JUMP,loss,4,5,FRA_vs_JPN,2
10,JPN,R5,JUMP,win,4,6,FRA_vs_JPN,2
11,FRA,R5,JUMP,loss,5,6,FRA_vs_JPN,2
12,JPN,R5,FLOAT,loss,5,7,FRA_vs_JPN,2
13,JPN,R6,FLOAT,win,5,8,FRA_vs_JPN,2
14,FRA,R6,FLOAT,loss,6,8,FRA_vs_JPN,2
15,JPN,R6,FLOAT,loss,6,9,FRA_vs_JPN,2
16,FRA,R1,FLOAT,loss,7,9,FRA_vs_JPN,2
17,FRA,R1,JUMP,win,8,9,FRA_vs_JPN,2
18,JPN,R1,JUMP,loss,8,10,FRA_vs_JPN,2
19,FRA,R2,JUMP,loss,9,10,FRA_vs_JPN,2
20,FRA,R2,FLOAT,win,10,10,FRA_vs_JPN,2
21,FRA,R2,FLOAT,win,11,10,FRA_vs_JPN,2
22,FRA,R2,FLOAT,win,12,10,FRA_vs_JPN,2
23,JPN,R2,JUMP,loss,12,11,FRA_vs_JPN,2
24,JPN,R3,FLOAT,win,12,12,FRA_vs_JPN,2
25,FRA,R3,FLOAT,loss,13,12,FRA_vs_JPN,2
26,JPN,R3,JUMP,loss,13,13,FRA_vs_JPN,2
27,JPN,R4,JUMP,win,13,14,FRA_vs_JPN,2
28,FRA,R4,JUMP,loss,14,14,FRA_vs_JPN,2
29,JPN,R4,JUMP,loss,14,15,FRA_vs_JPN,2
30,FRA,R5,JUMP,loss,15,15,FRA_vs_JPN,2
31,JPN,R5,HYBRID,loss,15,16,FRA_vs_JPN,2
32,FRA,R6,FLOAT,loss,16,16,FRA_vs_JPN,2
33,FRA,R6,FLOAT,win,17,16,FRA_vs_JPN,2
34,JPN,R6,FLOAT,loss,17,17,FRA_vs_JPN,2
35,FRA,R1,HYBRID,loss,18,17,FRA_vs_JPN,2
36,FRA,R1,JUMP,win,19,17,FRA_vs_JPN,2
