rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,FRA,R1,JUMP,win,1,0,FRA_vs_POL,3
2,POL,R1,HYBRID,loss,1,1,FRA_vs_POL,3
3,FRA,R2,JUMP,loss,2,1,FRA_vs_POL,3
4,POL,R2,JUMP,loss,2,2,FRA_vs_POL,3
5,POL,R3,JUMP,win,2,3,FRA_vs_POL,3
6,FRA,R3,JUMP,loss,3,3,FRA_vs_POL,3
7,POL,R3,HYBRID,loss,3,4,FRA_vs_POL,3
8,FRA,R4,JUMP,loss,4,4,FRA_vs_POL,3
9,POL,R4,JUMP,loss,4,5,FRA_vs_POL,3
10,POL,R5,JUMP,win,4,6,FRA_vs_POL,3
11,FRA,R5,JUMP,loss,5,6,FRA_vs_POL,3
12,FRA,R5,HYBRID,win,6,6,FRA_vs_POL,3
13,POL,R5,JUMP,loss,6,7,FRA_vs_POL,3
14,FRA,R6,HYBRID,loss,7,7,FRA_vs_POL,3
15,FRA,R6,JUMP,win,8,7,FRA_vs_POL,3
16,POL,R6,JUMP,loss,8,8,FRA_vs_POL,3
17,POL,R1,HYBRID,win,8,9,FRA_vs_POL,3
18,FRA,R1,HYBRID,loss,9,9,FRA_vs_POL,3
19,POL,R1,JUMP,loss,9,10,FRA_vs_POL,3
20,FRA,R2,JUMP,loss,10,10,FRA_vs_POL,3
21,POL,R2,FLOAT,loss,10,11,FRA_vs_POL,3
22,FRA,R3,JUMP,loss,11,11,FRA_vs_POL,3
23,POL,R3,JUMP,loss,11,12,FRA_vs_POL,3
24,FRA,R4,JUMP,loss,12,12,FRA_vs_POL,3
25,FRA,R4,JUMP,win,13,12,FRA_vs_POL,3
26,FRA,R4,JUMP,win,14,12,FRA_vs_POL,3
27,FRA,R4,JUMP,win,15,12,FRA_vs_POL,3
