rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,USA,R1,FLOAT,loss,0,1,JPN_vs_USA,4
2,JPN,R2,JUMP,loss,1,1,JPN_vs_USA,4
3,USA,R2,JUMP,loss,1,2,JPN_vs_USA,4
4,JPN,R3,JUMP,loss,2,2,JPN_vs_USA,4
5,USA,R3,FLOAT,loss,2,3,JPN_vs_USA,4
6,JPN,R4,JUMP,loss,3,3,JPN_vs_USA,4
7,JPN,R4,JUMP,win,4,3,JPN_vs_USA,4
8,USA,R4,JUMP,loss,4,4,JPN_vs_USA,4
9,JPN,R5,JUMP,loss,5,4,JPN_vs_USA,4
10,USA,R5,JUMP,loss,5,5,JPN_vs_USA,4
11,JPN,R6,JUMP,loss,6,5,JPN_vs_USA,4
12,USA,R6,JUMP,loss,6,6,JPN_vs_USA,4
13,JPN,R1,FLOAT,loss,7,6,JPN_vs_USA,4
14,USA,R1,FLOAT,loss,7,7,JPN_vs_USA,4
15,JPN,R2,JUMP,loss,8,7,JPN_vs_USA,4
16,USA,R2,JUMP,loss,8,8,JPN_vs_USA,4
17,JPN,R3,JUMP,loss,9,8,JPN_vs_USA,4
18,JPN,R3,FLOAT,win,10,8,JPN_vs_USA,4
19,USA,R3,FLOAT,loss,10,9,JPN_vs_USA,4
20,JPN,R4,JUMP,loss,11,9,JPN_vs_USA,4
21,USA,R4,JUMP,loss,11,10,JPN_vs_USA,4
22,JPN,R5,JUMP,loss,12,10,JPN_vs_USA,4
23,USA,R5,HYBRID,loss,12,11,JPN_vs_USA,4
24,JPN,R6,JUMP,loss,13,11,JPN_vs_USA,4
25,USA,R6,JUMP,loss,13,12,JPN_vs_USA,4
26,USA,R1,FLOAT,win,13,13,JPN_vs_USA,4
27,JPN,R1,FLOAT,loss,14,13,JPN_vs_USA,4
28,JPN,R1,FLOAT,win,15,13,JPN_vs_USA,4
