rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,POL,R1,FLOAT,loss,0,1,JPN_vs_POL,2
2,JPN,R2,JUMP,loss,1,1,JPN_vs_POL,2
3,POL,R2,JUMP,loss,1,2,JPN_vs_POL,2
4,JPN,R3,JUMP,loss,2,2,JPN_vs_POL,2
5,JPN,R3,FLOAT,win,3,2,JPN_vs_POL,2
6,POL,R3,HYBRID,loss,3,3,JPN_vs_POL,2
7,JPN,R4,JUMP,loss,4,3,JPN_vs_POL,2
8,POL,R4,JUMP,loss,4,4,JPN_vs_POL,2
9,JPN,R5,JUMP,loss,5,4,JPN_vs_POL,2
10,JPN,R5,JUMP,win,6,4,JPN_vs_POL,2
11,POL,R5,JUMP,loss,6,5,JPN_vs_POL,2
12,JPN,R6,HYBRID,loss,7,5,JPN_vs_POL,2
13,JPN,R6,FLOAT,win,8,5,JPN_vs_POL,2
14,POL,R6,FLOAT,loss,8,6,JPN_vs_POL,2
15,POL,R1,HYBRID,win,8,7,JPN_vs_POL,2
16,POL,R1,JUMP,win,8,8,JPN_vs_POL,2
17,POL,R1,HYBRID,win,8,9,JPN_vs_POL,2
18,JPN,R1,FLOAT,loss,9,9,JPN_vs_POL,2
19,JPN,R1,FLOAT,win,10,9,JPN_vs_POL,2
20,JPN,R1,FLOAT,win,11,9,JPN_vs_POL,2
21,POL,R1,HYBRID,loss,11,10,JPN_vs_POL,2
22,JPN,R2,JUMP,loss,12,10,JPN_vs_POL,2
23,POL,R2,JUMP,loss,12,11,JPN_vs_POL,2
24,JPN,R3,JUMP,loss,13,11,JPN_vs_POL,2
25,POL,R3,JUMP,loss,13,12,JPN_vs_POL,2
26,JPN,R4,JUMP,loss,14,12,JPN_vs_POL,2
27,JPN,R4,JUMP,win,15,12,JPN_vs_POL,2
