rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,BRA,R1,FLOAT,win,1,0,BRA_vs_USA,3
2,USA,R1,JUMP,loss,1,1,BRA_vs_USA,3
3,USA,R2,JUMP,win,1,2,BRA_vs_USA,3
4,BRA,R2,JUMP,loss,2,2,BRA_vs_USA,3
5,BRA,R2,JUMP,win,3,2,BRA_vs_USA,3
6,USA,R2,JUMP,loss,3,3,BRA_vs_USA,3
7,USA,R3,JUMP,win,3,4,BRA_vs_USA,3
8,BRA,R3,JUMP,loss,4,4,BRA_vs_USA,3
9,USA,R3,FLOAT,loss,4,5,BRA_vs_USA,3
10,BRA,R4,JUMP,loss,5,5,BRA_vs_USA,3
11,BRA,R4,JUMP,win,6,5,BRA_vs_USA,3
12,USA,R4,JUMP,loss,6,6,BRA_vs_USA,3
13,BRA,R5,JUMP,loss,7,6,BRA_vs_USA,3
14,USA,R5,JUMP,loss,7,7,BRA_vs_USA,3
15,BRA,R6,JUMP,loss,8,7,BRA_vs_USA,3
16,BRA,R6,JUMP,win,9,7,BRA_vs_USA,3
17,USA,R6,HYBRID,loss,9,8,BRA_vs_USA,3
18,BRA,R1,JUMP,loss,10,8,BRA_vs_USA,3
19,BRA,R1,HYBRID,win,11,8,BRA_vs_USA,3
20,BRA,R1,JUMP,win,12,8,BRA_vs_USA,3
21,BRA,R1,JUMP,win,13,8,BRA_vs_USA,3
22,BRA,R1,HYBRID,win,14,8,BRA_vs_USA,3
23,USA,R1,JUMP,loss,14,9,BRA_vs_USA,3
24,BRA,R2,JUMP,loss,15,9,BRA_vs_USA,3
