rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,FRA,R1,FLOAT,win,1,0,FRA_vs_JPN,5
2,FRA,R1,JUMP,win,2,0,FRA_vs_JPN,5
3,JPN,R1,FLOAT,loss,2,1,FRA_vs_JPN,5
4,FRA,R2,JUMP,loss,3,1,FRA_vs_JPN,5
5,FRA,R2,HYBRID,win,4,1,FRA_vs_JPN,5
6,FRA,R2,JUMP,win,5,1,FRA_vs_JPN,5
7,FRA,R2,FLOAT,win,6,1,FRA_vs_JPN,5
8,FRA,R2,FLOAT,win,7,1,FRA_vs_JPN,5
9,JPN,R2,JUMP,loss,7,2,FRA_vs_JPN,5
10,FRA,R3,FLOAT,loss,8,2,FRA_vs_JPN,5
11,JPN,R3,JUMP,loss,8,3,FRA_vs_JPN,5
12,FRA,R4,JUMP,loss,9,3,FRA_vs_JPN,5
13,JPN,R4,JUMP,loss,9,4,FRA_vs_JPN,5
14,FRA,R5,HYBRID,loss,10,4,FRA_vs_JPN,5
15,JPN,R5,JUMP,loss,10,5,FRA_vs_JPN,5
16,FRA,R6,JUMP,loss,11,5,FRA_vs_JPN,5
17,JPN,R6,JUMP,loss,11,6,FRA_vs_JPN,5
18,FRA,R1,FLOAT,loss,12,6,FRA_vs_JPN,5
19,JPN,R1,JUMP,loss,12,7,FRA_vs_JPN,5
20,FRA,R2,JUMP,loss,13,7,FRA_vs_JPN,5
21,JPN,R2,JUMP,loss,13,8,FRA_vs_JPN,5
22,JPN,R3,FLOAT,win,13,9,FRA_vs_JPN,5
23,FRA,R3,JUMP,loss,14,9,FRA_vs_JPN,5
24,JPN,R3,JUMP,loss,14,10,FRA_vs_JPN,5
25,FRA,R4,JUMP,loss,15,10,FRA_vs_JPN,5
