rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,POL,R1,FLOAT,loss,0,1,JPN_vs_POL,3
2,JPN,R2,HYBRID,loss,1,1,JPN_vs_POL,3
3,JPN,R2,JUMP,win,2,1,JPN_vs_POL,3
4,POL,R2,JUMP,loss,2,2,JPN_vs_POL,3
5,JPN,R3,JUMP,loss,3,2,JPN_vs_POL,3
6,JPN,R3,FLOAT,win,4,2,JPN_vs_POL,3
7,JPN,R3,FLOAT,win,5,2,JPN_vs_POL,3
8,POL,R3,FLOAT,loss,5,3,JPN_vs_POL,3
9,JPN,R4,JUMP,loss,6,3,JPN_vs_POL,3
10,JPN,R4,JUMP,win,7,3,JPN_vs_POL,3
11,POL,R4,JUMP,loss,7,4,JPN_vs_POL,3
12,JPN,R5,JUMP,loss,8,4,JPN_vs_POL,3
13,POL,R5,JUMP,loss,8,5,JPN_vs_POL,3
14,JPN,R6,HYBRID,loss,9,5,JPN_vs_POL,3
15,JPN,R6,FLOAT,win,10,5,JPN_vs_POL,3
16,POL,R6,JUMP,loss,10,6,JPN_vs_POL,3
17,JPN,R1,FLOAT,loss,11,6,JPN_vs_POL,3
18,JPN,R1,FLOAT,win,12,6,JPN_vs_POL,3
19,POL,R1,FLOAT,loss,12,7,JPN_vs_POL,3
20,JPN,R2,JUMP,loss,13,7,JPN_vs_POL,3
21,POL,R2,JUMP,loss,13,8,JPN_vs_POL,3
22,POL,R3,JUMP,win,13,9,JPN_vs_POL,3
23,JPN,R3,JUMP,loss,14,9,JPN_vs_POL,3
24,POL,R3,FLOAT,loss,14,10,JPN_vs_POL,3
25,JPN,R4,JUMP,loss,15,10,JPN_vs_POL,3
