rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,USA,R1,JUMP,loss,0,1,ITA_vs_USA,4
2,ITA,R2,JUMP,loss,1,1,ITA_vs_USA,4
3,USA,R2,JUMP,loss,1,2,ITA_vs_USA,4
4,ITA,R3,FLOAT,loss,2,2,ITA_vs_USA,4
5,USA,R3,FLOAT,loss,2,3,ITA_vs_USA,4
6,USA,R4,JUMP,win,2,4,ITA_vs_USA,4
7,USA,R4,JUMP,win,2,5,ITA_vs_USA,4
8,USA,R4,JUMP,win,2,6,ITA_vs_USA,4
9,ITA,R4,JUMP,loss,3,6,ITA_vs_USA,4
10,ITA,R4,JUMP,win,4,6,ITA_vs_USA,4
11,USA,R4,JUMP,loss,4,7,ITA_vs_USA,4
12,ITA,R5,JUMP,loss,5,7,ITA_vs_USA,4
13,ITA,R5,JUMP,win,6,7,ITA_vs_USA,4
14,USA,R5,JUMP,loss,6,8,ITA_vs_USA,4
15,ITA,R6,JUMP,loss,7,8,ITA_vs_USA,4
16,USA,R6,FLOAT,loss,7,9,ITA_vs_USA,4
17,ITA,R1,JUMP,loss,8,9,ITA_vs_USA,4
18,USA,R1,JUMP,loss,8,10,ITA_vs_USA,4
19,USA,R2,JUMP,win,8,11,ITA_vs_USA,4
20,USA,R2,JUMP,win,8,12,ITA_vs_USA,4
21,USA,R2,JUMP,win,8,13,ITA_vs_USA,4
22,USA,R2,JUMP,win,8,14,ITA_vs_USA,4
23,ITA,R2,HYBRID,loss,9,14,ITA_vs_USA,4
24,ITA,R2,JUMP,win,10,14,ITA_vs_USA,4
25,USA,R2,JUMP,loss,10,15,ITA_vs_USA,4
