rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,SLO,R1,FLOAT,loss,0,1,JPN_vs_SLO,3
2,JPN,R2,JUMP,loss,1,1,JPN_vs_SLO,3
3,SLO,R2,JUMP,loss,1,2,JPN_vs_SLO,3
4,JPN,R3,FLOAT,loss,2,2,JPN_vs_SLO,3
5,SLO,R3,FLOAT,loss,2,3,JPN_vs_SLO,3
6,JPN,R4,JUMP,loss,3,3,JPN_vs_SLO,3
7,JPN,R4,JUMP,win,4,3,JPN_vs_SLO,3
8,SLO,R4,JUMP,loss,4,4,JPN_vs_SLO,3
9,JPN,R5,JUMP,loss,5,4,JPN_vs_SLO,3
10,SLO,R5,JUMP,loss,5,5,JPN_vs_SLO,3
11,SLO,R6,HYBRID,win,5,6,JPN_vs_SLO,3
12,SLO,R6,JUMP,win,5,7,JPN_vs_SLO,3
13,SLO,R6,HYBRID,win,5,8,JPN_vs_SLO,3
14,SLO,R6,JUMP,win,5,9,JPN_vs_SLO,3
15,JPN,R6,JUMP,loss,6,9,JPN_vs_SLO,3
16,SLO,R6,FLOAT,loss,6,10,JPN_vs_SLO,3
17,SLO,R1,JUMP,win,6,11,JPN_vs_SLO,3
18,JPN,R1,JUMP,loss,7,11,JPN_vs_SLO,3
19,SLO,R1,FLOAT,loss,7,12,JPN_vs_SLO,3
20,SLO,R2,JUMP,win,7,13,JPN_vs_SLO,3
21,SLO,R2,JUMP,win,7,14,JPN_vs_SLO,3
22,SLO,R2,JUMP,win,7,15,JPN_vs_SLO,3
