rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,JPN,R1,FLOAT,loss,0,1,FRA_vs_JPN,1
2,FRA,R2,JUMP,loss,1,1,FRA_vs_JPN,1
3,JPN,R2,HYBRID,loss,1,2,FRA_vs_JPN,1
4,JPN,R3,FLOAT,win,1,3,FRA_vs_JPN,1
5,FRA,R3,FLOAT,loss,2,3,FRA_vs_JPN,1
6,JPN,R3,JUMP,loss,2,4,FRA_vs_JPN,1
7,JPN,R4,JUMP,win,2,5,FRA_vs_JPN,1
8,FRA,R4,JUMP,loss,3,5,FRA_vs_JPN,1
9,JPN,R4,JUMP,loss,3,6,FRA_vs_JPN,1
10,FRA,R5,JUMP,loss,4,6,FRA_vs_JPN,1
11,JPN,R5,HYBRID,loss,4,7,FRA_vs_JPN,1
12,FRA,R6,FLOAT,loss,5,7,FRA_vs_JPN,1
13,FRA,R6,FLOAT,win,6,7,FRA_vs_JPN,1
14,FRA,R6,FLOAT,win,7,7,FRA_vs_JPN,1
15,FRA,R6,FLOAT,win,8,7,FRA_vs_JPN,1
16,FRA,R6,FLOAT,win,9,7,FRA_vs_JPN,1
17,JPN,R6,FLOAT,loss,9,8,FRA_vs_JPN,1
18,FRA,R1,FLOAT,loss,10,8,FRA_vs_JPN,1
19,JPN,R1,JUMP,loss,10,9,FRA_vs_JPN,1
20,FRA,R2,JUMP,loss,11,9,FRA_vs_JPN,1
21,FRA,R2,JUMP,win,12,9,FRA_vs_JPN,1
22,JPN,R2,JUMP,loss,12,10,FRA_vs_JPN,1
23,FRA,R3,FLOAT,loss,13,10,FRA_vs_JPN,1
24,JPN,R3,JUMP,loss,13,11,FRA_vs_JPN,1
25,FRA,R4,JUMP,loss,14,11,FRA_vs_JPN,1
26,JPN,R4,JUMP,loss,14,12,FRA_vs_JPN,1
27,FRA,R5,JUMP,loss,15,12,FRA_vs_JPN,1
