rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,USA,R1,JUMP,loss,0,1,SLO_vs_USA,3
2,SLO,R2,HYBRID,loss,1,1,SLO_vs_USA,3
3,USA,R2,JUMP,loss,1,2,SLO_vs_USA,3
4,SLO,R3,JUMP,loss,2,2,SLO_vs_USA,3
5,SLO,R3,FLOAT,win,3,2,SLO_vs_USA,3
6,USA,R3,FLOAT,loss,3,3,SLO_vs_USA,3
7,USA,R4,JUMP,win,3,4,SLO_vs_USA,3
8,SLO,R4,JUMP,loss,4,4,SLO_vs_USA,3
9,USA,R4,JUMP,loss,4,5,SLO_vs_USA,3
10,SLO,R5,JUMP,loss,5,5,SLO_vs_USA,3
11,USA,R5,JUMP,loss,5,6,SLO_vs_USA,3
12,USA,R6,HYBRID,win,5,7,SLO_vs_USA,3
13,USA,R6,JUMP,win,5,8,SLO_vs_USA,3
14,SLO,R6,JUMP,loss,6,8,SLO_vs_USA,3
15,USA,R6,JUMP,loss,6,9,SLO_vs_USA,3
16,USA,R1,FLOAT,win,6,10,SLO_vs_USA,3
17,SLO,R1,FLOAT,loss,7,10,SLO_vs_USA,3
18,USA,R1,JUMP,loss,7,11,SLO_vs_USA,3
19,SLO,R2,HYBRID,loss,8,11,SLO_vs_USA,3
20,USA,R2,JUMP,loss,8,12,SLO_vs_USA,3
21,SLO,R3,HYBRID,loss,9,12,SLO_vs_USA,3
22,SLO,R3,FLOAT,win,10,12,SLO_vs_USA,3
23,USA,R3,JUMP,loss,10,13,SLO_vs_USA,3
24,SLO,R4,JUMP,loss,11,13,SLO_vs_USA,3
25,SLO,R4,JUMP,win,12,13,SLO_vs_USA,3
26,USA,R4,JUMP,loss,12,14,SLO_vs_USA,3
27,USA,R5,JUMP,win,12,15,SLO_vs_USA,3
