rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,POL,R1,JUMP,loss,0,1,FRA_vs_POL,4
2,FRA,R2,JUMP,loss,1,1,FRA_vs_POL,4
3,POL,R2,JUMP,loss,1,2,FRA_vs_POL,4
4,POL,R3,JUMP,win,1,3,FRA_vs_POL,4
5,FRA,R3,JUMP,loss,2,3,FRA_vs_POL,4
6,POL,R3,JUMP,loss,2,4,FRA_vs_POL,4
7,FRA,R4,JUMP,loss,3,4,FRA_vs_POL,4
8,FRA,R4,JUMP,win,4,4,FRA_vs_POL,4
9,POL,R4,JUMP,loss,4,5,FRA_vs_POL,4
10,FRA,R5,JUMP,loss,5,5,FRA_vs_POL,4
11,POL,R5,HYBRID,loss,5,6,FRA_vs_POL,4
12,POL,R6,HYBRID,win,5,7,FRA_vs_POL,4
13,FRA,R6,HYBRID,loss,6,7,FRA_vs_POL,4
14,POL,R6,FLOAT,loss,6,8,FRA_vs_POL,4
15,FRA,R1,JUMP,loss,7,8,FRA_vs_POL,4
16,POL,R1,JUMP,loss,7,9,FRA_vs_POL,4
17,POL,R2,JUMP,win,7,10,FRA_vs_POL,4
18,FRA,R2,HYBRID,loss,8,10,FRA_vs_POL,4
19,POL,R2,FLOAT,loss,8,11,FRA_vs_POL,4
20,POL,R3,JUMP,win,8,12,FRA_vs_POL,4
21,POL,R3,JUMP,win,8,13,FRA_vs_POL,4
22,POL,R3,JUMP,win,8,14,FRA_vs_POL,4
23,POL,R3,JUMP,win,8,15,FRA_vs_POL,4
