rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,SLO,R1,FLOAT,loss,0,1,FRA_vs_SLO,2
2,FRA,R2,JUMP,loss,1,1,FRA_vs_SLO,2
3,SLO,R2,JUMP,loss,1,2,FRA_vs_SLO,2
4,SLO,R3,FLOAT,win,1,3,FRA_vs_SLO,2
5,FRA,R3,FLOAT,loss,2,3,FRA_vs_SLO,2
6,FRA,R3,FLOAT,win,3,3,FRA_vs_SLO,2
7,SLO,R3,JUMP,loss,3,4,FRA_vs_SLO,2
8,FRA,R4,JUMP,loss,4,4,FRA_vs_SLO,2
9,SLO,R4,JUMP,loss,4,5,FRA_vs_SLO,2
10,FRA,R5,JUMP,loss,5,5,FRA_vs_SLO,2
11,SLO,R5,JUMP,loss,5,6,FRA_vs_SLO,2
12,FRA,R6,JUMP,loss,6,6,FRA_vs_SLO,2
13,SLO,R6,FLOAT,loss,6,7,FRA_vs_SLO,2
14,SLO,R1,FLOAT,win,6,8,FRA_vs_SLO,2
15,FRA,R1,FLOAT,loss,7,8,FRA_vs_SLO,2
16,SLO,R1,FLOAT,loss,7,9,FRA_vs_SLO,2
17,SLO,R2,JUMP,win,7,10,FRA_vs_SLO,2
18,FRA,R2,JUMP,loss,8,10,FRA_vs_SLO,2
19,SLO,R2,JUMP,loss,8,11,FRA_vs_SLO,2
20,FRA,R3,JUMP,loss,9,11,FRA_vs_SLO,2
21,FRA,R3,JUMP,win,10,11,FRA_vs_SLO,2
22,FRA,R3,JUMP,win,11,11,FRA_vs_SLO,2
23,FRA,R3,FLOAT,win,12,11,FRA_vs_SLO,2
24,SLO,R3,FLOAT,loss,12,12,FRA_vs_SLO,2
25,SLO,R4,JUMP,win,12,13,FRA_vs_SLO,2
26,FRA,R4,JUMP,loss,13,13,FRA_vs_SLO,2
27,SLO,R4,JUMP,loss,13,14,FRA_vs_SLO,2
28,FRA,R5,JUMP,loss,14,14,FRA_vs_SLO,2
29,SLO,R5,FLOAT,loss,14,15,FRA_vs_SLO,2
30,FRA,R6,JUMP,loss,15,15,FRA_vs_SLO,2
31,SLO,R6,JUMP,loss,15,16,FRA_vs_SLO,2
32,FRA,R1,JUMP,loss,16,16,FRA_vs_SLO,2
33,SLO,R1,JUMP,loss,16,17,FRA_vs_SLO,2
34,FRA,R2,JUMP,loss,17,17,FRA_vs_SLO,2
35,SLO,R2,FLOAT,loss,17,18,FRA_vs_SLO,2
36,FRA,R3,FLOAT,loss,18,18,FRA_vs_SLO,2
37,SLO,R3,JUMP,loss,18,19,FRA_vs_SLO,2
38,SLO,R4,JUMP,win,18,20,FRA_vs_SLO,2
