rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,USA,R1,JUMP,loss,0,1,FRA_vs_USA,4
2,FRA,R2,JUMP,loss,1,1,FRA_vs_USA,4
3,USA,R2,FLOAT,loss,1,2,FRA_vs_USA,4
4,FRA,R3,JUMP,loss,2,2,FRA_vs_USA,4
5,FRA,R3,JUMP,win,3,2,FRA_vs_USA,4
6,FRA,R3,JUMP,win,4,2,FRA_vs_USA,4
7,USA,R3,JUMP,loss,4,3,FRA_vs_USA,4
8,USA,R4,JUMP,win,4,4,FRA_vs_USA,4
9,FRA,R4,JUMP,loss,5,4,FRA_vs_USA,4
10,USA,R4,JUMP,loss,5,5,FRA_vs_USA,4
11,USA,R5,JUMP,win,5,6,FRA_vs_USA,4
12,FRA,R5,JUMP,loss,6,6,FRA_vs_USA,4
13,USA,R5,FLOAT,loss,6,7,FRA_vs_USA,4
14,FRA,R6,JUMP,loss,7,7,FRA_vs_USA,4
15,FRA,R6,FLOAT,win,8,7,FRA_vs_USA,4
16,USA,R6,FLOAT,loss,8,8,FRA_vs_USA,4
17,FRA,R1,FLOAT,loss,9,8,FRA_vs_USA,4
18,USA,R1,JUMP,loss,9,9,FRA_vs_USA,4
19,FRA,R2,HYBRID,loss,10,9,FRA_vs_USA,4
20,USA,R2,FLOAT,loss,10,10,FRA_vs_USA,4
21,FRA,R3,JUMP,loss,11,10,FRA_vs_USA,4
22,USA,R3,FLOAT,loss,11,11,FRA_vs_USA,4
23,FRA,R4,JUMP,loss,12,11,FRA_vs_USA,4
24,USA,R4,JUMP,loss,12,12,FRA_vs_USA,4
25,FRA,R5,JUMP,loss,13,12,FRA_vs_USA,4
26,USA,R5,FLOAT,loss,13,13,FRA_vs_USA,4
27,FRA,R6,JUMP,loss,14,13,FRA_vs_USA,4
28,USA,R6,FLOAT,loss,14,14,FRA_vs_USA,4
29,FRA,R1,JUMP,loss,15,14,FRA_vs_USA,4
30,FRA,R1,JUMP,win,16,14,FRA_vs_USA,4
