rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,ITA,R1,HYBRID,win,1,0,ITA_vs_SLO,1
2,SLO,R1,JUMP,loss,1,1,ITA_vs_SLO,1
3,ITA,R2,JUMP,loss,2,1,ITA_vs_SLO,1
4,SLO,R2,JUMP,loss,2,2,ITA_vs_SLO,1
5,ITA,R3,FLOAT,loss,3,2,ITA_vs_SLO,1
6,SLO,R3,FLOAT,loss,3,3,ITA_vs_SLO,1
7,SLO,R4,JUMP,win,3,4,ITA_vs_SLO,1
8,ITA,R4,JUMP,loss,4,4,ITA_vs_SLO,1
9,ITA,R4,JUMP,win,5,4,ITA_vs_SLO,1
10,ITA,R4,JUMP,win,6,4,ITA_vs_SLO,1
11,SLO,R4,JUMP,loss,6,5,ITA_vs_SLO,1
12,ITA,R5,JUMP,loss,7,5,ITA_vs_SLO,1
13,SLO,R5,JUMP,loss,7,6,ITA_vs_SLO,1
14,ITA,R6,JUMP,loss,8,6,ITA_vs_SLO,1
15,ITA,R6,JUMP,win,9,6,ITA_vs_SLO,1
16,SLO,R6,JUMP,loss,9,7,ITA_vs_SLO,1
17,SLO,R1,JUMP,win,9,8,ITA_vs_SLO,1
18,SLO,R1,JUMP,win,9,9,ITA_vs_SLO,1
19,SLO,R1,FLOAT,win,9,10,ITA_vs_SLO,1
20,SLO,R1,JUMP,win,9,11,ITA_vs_SLO,1
21,ITA,R1,JUMP,loss,10,11,ITA_vs_SLO,1
22,ITA,R1,HYBRID,win,11,11,ITA_vs_SLO,1
23,ITA,R1,JUMP,win,12,11,ITA_vs_SLO,1
24,SLO,R1,JUMP,loss,12,12,ITA_vs_SLO,1
25,ITA,R2,JUMP,loss,13,12,ITA_vs_SLO,1
26,SLO,R2,JUMP,loss,13,13,ITA_vs_SLO,1
27,SLO,R3,FLOAT,win,13,14,ITA_vs_SLO,1
28,SLO,R3,FLOAT,win,13,15,ITA_vs_SLO,1
