rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,SLO,R1,JUMP,loss,0,1,BRA_vs_SLO,3
2,BRA,R2,JUMP,loss,1,1,BRA_vs_SLO,3
3,BRA,R2,JUMP,win,2,1,BRA_vs_SLO,3
4,SLO,R2,JUMP,loss,2,2,BRA_vs_SLO,3
5,SLO,R3,FLOAT,win,2,3,BRA_vs_SLO,3
6,BRA,R3,HYBRID,loss,3,3,BRA_vs_SLO,3
7,SLO,R3,FLOAT,loss,3,4,BRA_vs_SLO,3
8,BRA,R4,JUMP,loss,4,4,BRA_vs_SLO,3
9,BRA,R4,JUMP,win,5,4,BRA_vs_SLO,3
10,SLO,R4,JUMP,loss,5,5,BRA_vs_SLO,3
11,BRA,R5,JUMP,loss,6,5,BRA_vs_SLO,3
12,SLO,R5,JUMP,loss,6,6,BRA_vs_SLO,3
13,SLO,R6,JUMP,win,6,7,BRA_vs_SLO,3
14,BRA,R6,JUMP,loss,7,7,BRA_vs_SLO,3
15,SLO,R6,JUMP,loss,7,8,BRA_vs_SLO,3
16,BRA,R1,JUMP,loss,8,8,BRA_vs_SLO,3
17,BRA,R1,HYBRID,win,9,8,BRA_vs_SLO,3
18,SLO,R1,FLOAT,loss,9,9,BRA_vs_SLO,3
19,SLO,R2,JUMP,win,9,10,BRA_vs_SLO,3
20,SLO,R2,JUMP,win,9,11,BRA_vs_SLO,3
21,BRA,R2,JUMP,loss,10,11,BRA_vs_SLO,3
22,SLO,R2,JUMP,loss,10,12,BRA_vs_SLO,3
23,SLO,R3,JUMP,win,10,13,BRA_vs_SLO,3
24,BRA,R3,FLOAT,loss,11,13,BRA_vs_SLO,3
25,SLO,R3,FLOAT,loss,11,14,BRA_vs_SLO,3
26,SLO,R4,JUMP,win,11,15,BRA_vs_SLO,3
