rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,SLO,R1,JUMP,loss,0,1,POL_vs_SLO,4
2,POL,R2,JUMP,loss,1,1,POL_vs_SLO,4
3,SLO,R2,HYBRID,loss,1,2,POL_vs_SLO,4
4,SLO,R3,JUMP,win,1,3,POL_vs_SLO,4
5,POL,R3,FLOAT,loss,2,3,POL_vs_SLO,4
6,SLO,R3,JUMP,loss,2,4,POL_vs_SLO,4
7,POL,R4,JUMP,loss,3,4,POL_vs_SLO,4
8,SLO,R4,JUMP,loss,3,5,POL_vs_SLO,4
9,POL,R5,JUMP,loss,4,5,POL_vs_SLO,4
10,SLO,R5,JUMP,loss,4,6,POL_vs_SLO,4
11,POL,R6,HYBRID,loss,5,6,POL_vs_SLO,4
12,SLO,R6,HYBRID,loss,5,7,POL_vs_SLO,4
13,POL,R1,HYBRID,loss,6,7,POL_vs_SLO,4
14,SLO,R1,HYBRID,loss,6,8,POL_vs_SLO,4
15,POL,R2,JUMP,loss,7,8,POL_vs_SLO,4
16,SLO,R2,JUMP,loss,7,9,POL_vs_SLO,4
17,POL,R3,FLOAT,loss,8,9,POL_vs_SLO,4
18,POL,R3,JUMP,win,9,9,POL_vs_SLO,4
19,SLO,R3,JUMP,loss,9,10,POL_vs_SLO,4
20,POL,R4,JUMP,loss,10,10,POL_vs_SLO,4
21,SLO,R4,JUMP,loss,10,11,POL_vs_SLO,4
22,POL,R5,JUMP,loss,11,11,POL_vs_SLO,4
23,SLO,R5,JUMP,loss,11,12,POL_vs_SLO,4
24,SLO,R6,JUMP,win,11,13,POL_vs_SLO,4
25,SLO,R6,JUMP,win,11,14,POL_vs_SLO,4
26,POL,R6,HYBRID,loss,12,14,POL_vs_SLO,4
27,POL,R6,HYBRID,win,13,14,POL_vs_SLO,4
28,POL,R6,HYBRID,win,14,14,POL_vs_SLO,4
29,SLO,R6,HYBRID,loss,14,15,POL_vs_SLO,4
30,SLO,R1,FLOAT,win,14,16,POL_vs_SLO,4
