rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,BRA,R1,JUMP,win,1,0,BRA_vs_SLO,2
2,SLO,R1,FLOAT,loss,1,1,BRA_vs_SLO,2
3,BRA,R2,JUMP,loss,2,1,BRA_vs_SLO,2
4,BRA,R2,JUMP,win,3,1,BRA_vs_SLO,2
5,BRA,R2,JUMP,win,4,1,BRA_vs_SLO,2
6,SLO,R2,JUMP,loss,4,2,BRA_vs_SLO,2
7,BRA,R3,FLOAT,loss,5,2,BRA_vs_SLO,2
8,BRA,R3,FLOAT,win,6,2,BRA_vs_SLO,2
9,SLO,R3,FLOAT,loss,6,3,BRA_vs_SLO,2
10,BRA,R4,JUMP,loss,7,3,BRA_vs_SLO,2
11,SLO,R4,JUMP,loss,7,4,BRA_vs_SLO,2
12,BRA,R5,JUMP,loss,8,4,BRA_vs_SLO,2
13,SLO,R5,JUMP,loss,8,5,BRA_vs_SLO,2
14,BRA,R6,JUMP,loss,9,5,BRA_vs_SLO,2
15,BRA,R6,JUMP,win,10,5,BRA_vs_SLO,2
16,SLO,R6,FLOAT,loss,10,6,BRA_vs_SLO,2
17,SLO,R1,JUMP,win,10,7,BRA_vs_SLO,2
18,SLO,R1,FLOAT,win,10,8,BRA_vs_SLO,2
19,BRA,R1,JUMP,loss,11,8,BRA_vs_SLO,2
20,BRA,R1,HYBRID,win,12,8,BRA_vs_SLO,2
21,BRA,R1,HYBRID,win,13,8,BRA_vs_SLO,2
22,BRA,R1,FLOAT,win,14,8,BRA_vs_SLO,2
23,BRA,R1,JUMP,win,15,8,BRA_vs_SLO,2
