rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,JPN,R1,HYBRID,loss,0,1,ITA_vs_JPN,5
2,ITA,R2,JUMP,loss,1,1,ITA_vs_JPN,5
3,ITA,R2,JUMP,win,2,1,ITA_vs_JPN,5
4,JPN,R2,JUMP,loss,2,2,ITA_vs_JPN,5
5,JPN,R3,FLOAT,win,2,3,ITA_vs_JPN,5
6,ITA,R3,FLOAT,loss,3,3,ITA_vs_JPN,5
7,JPN,R3,FLOAT,loss,3,4,ITA_vs_JPN,5
8,ITA,R4,JUMP,loss,4,4,ITA_vs_JPN,5
9,JPN,R4,JUMP,loss,4,5,ITA_vs_JPN,5
10,JPN,R5,JUMP,win,4,6,ITA_vs_JPN,5
11,JPN,R5,JUMP,win,4,7,ITA_vs_JPN,5
12,ITA,R5,JUMP,loss,5,7,ITA_vs_JPN,5
13,JPN,R5,JUMP,loss,5,8,ITA_vs_JPN,5
14,ITA,R6,FLOAT,loss,6,8,ITA_vs_JPN,5
15,ITA,R6,FLOAT,win,7,8,ITA_vs_JPN,5
16,JPN,R6,FLOAT,loss,7,9,ITA_vs_JPN,5
17,ITA,R1,HYBRID,loss,8,9,ITA_vs_JPN,5
18,JPN,R1,JUMP,loss,8,10,ITA_vs_JPN,5
19,JPN,R2,JUMP,win,8,11,ITA_vs_JPN,5
20,ITA,R2,JUMP,loss,9,11,ITA_vs_JPN,5
21,JPN,R2,JUMP,loss,9,12,ITA_vs_JPN,5
22,ITA,R3,JUMP,loss,10,12,ITA_vs_JPN,5
23,JPN,R3,HYBRID,loss,10,13,ITA_vs_JPN,5
24,ITA,R4,JUMP,loss,11,13,ITA_vs_JPN,5
25,JPN,R4,JUMP,loss,11,14,ITA_vs_JPN,5
26,JPN,R5,JUMP,win,11,15,ITA_vs_JPN,5
