rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,USA,R1,JUMP,loss,0,1,ITA_vs_USA,3
2,ITA,R2,HYBRID,loss,1,1,ITA_vs_USA,3
3,USA,R2,JUMP,loss,1,2,ITA_vs_USA,3
4,ITA,R3,JUMP,loss,2,2,ITA_vs_USA,3
5,USA,R3,FLOAT,loss,2,3,ITA_vs_USA,3
6,USA,R4,JUMP,win,2,4,ITA_vs_USA,3
7,ITA,R4,JUMP,loss,3,4,ITA_vs_USA,3
8,ITA,R4,JUMP,win,4,4,ITA_vs_USA,3
9,ITA,R4,JUMP,win,5,4,ITA_vs_USA,3
10,ITA,R4,JUMP,win,6,4,ITA_vs_USA,3
11,USA,R4,JUMP,loss,6,5,ITA_vs_USA,3
12,ITA,R5,JUMP,loss,7,5,ITA_vs_USA,3
13,USA,R5,JUMP,loss,7,6,ITA_vs_USA,3
14,ITA,R6,HYBRID,loss,8,6,ITA_vs_USA,3
15,USA,R6,JUMP,loss,8,7,ITA_vs_USA,3
16,ITA,R1,FLOAT,loss,9,7,ITA_vs_USA,3
17,ITA,R1,HYBRID,win,10,7,ITA_vs_USA,3
18,ITA,R1,JUMP,win,11,7,ITA_vs_USA,3
19,USA,R1,JUMP,loss,11,8,ITA_vs_USA,3
20,USA,R2,JUMP,win,11,9,ITA_vs_USA,3
21,ITA,R2,JUMP,loss,12,9,ITA_vs_USA,3
22,USA,R2,JUMP,loss,12,10,ITA_vs_USA,3
23,ITA,R3,JUMP,loss,13,10,ITA_vs_USA,3
24,ITA,R3,FLOAT,win,14,10,ITA_vs_USA,3
25,ITA,R3,FLOAT,win,15,10,ITA_vs_USA,3
