rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,SLO,R1,JUMP,loss,0,1,FRA_vs_SLO,3
2,FRA,R2,JUMP,loss,1,1,FRA_vs_SLO,3
3,SLO,R2,JUMP,loss,1,2,FRA_vs_SLO,3
4,FRA,R3,FLOAT,loss,2,2,FRA_vs_SLO,3
5,SLO,R3,JUMP,loss,2,3,FRA_vs_SLO,3
6,FRA,R4,JUMP,loss,3,3,FRA_vs_SLO,3
7,SLO,R4,JUMP,loss,3,4,FRA_vs_SLO,3
8,FRA,R5,JUMP,loss,4,4,FRA_vs_SLO,3
9,SLO,R5,FLOAT,loss,4,5,FRA_vs_SLO,3
10,FRA,R6,HYBRID,loss,5,5,FRA_vs_SLO,3
11,SLO,R6,JUMP,loss,5,6,FRA_vs_SLO,3
12,FRA,R1,JUMP,loss,6,6,FRA_vs_SLO,3
13,SLO,R1,JUMP,loss,6,7,FRA_vs_SLO,3
14,FRA,R2,JUMP,loss,7,7,FRA_vs_SLO,3
15,SLO,R2,HYBRID,loss,7,8,FRA_vs_SLO,3
16,SLO,R3,FLOAT,win,7,9,FRA_vs_SLO,3
17,SLO,R3,FLOAT,win,7,10,FRA_vs_SLO,3
18,FRA,R3,JUMP,loss,8,10,FRA_vs_SLO,3
19,SLO,R3,FLOAT,loss,8,11,FRA_vs_SLO,3
20,SLO,R4,JUMP,win,8,12,FRA_vs_SLO,3
21,FRA,R4,JUMP,loss,9,12,FRA_vs_SLO,3
22,SLO,R4,JUMP,loss,9,13,FRA_vs_SLO,3
23,FRA,R5,JUMP,loss,10,13,FRA_vs_SLO,3
24,SLO,R5,FLOAT,loss,10,14,FRA_vs_SLO,3
25,FRA,R6,JUMP,loss,11,14,FRA_vs_SLO,3
26,SLO,R6,FLOAT,loss,11,15,FRA_vs_SLO,3
