rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,JPN,R1,JUMP,loss,0,1,BRA_vs_JPN,1
2,JPN,R2,JUMP,win,0,2,BRA_vs_JPN,1
3,JPN,R2,JUMP,win,0,3,BRA_vs_JPN,1
4,BRA,R2,JUMP,loss,1,3,BRA_vs_JPN,1
5,JPN,R2,JUMP,loss,1,4,BRA_vs_JPN,1
6,BRA,R3,FLOAT,loss,2,4,BRA_vs_JPN,1
7,JPN,R3,HYBRID,loss,2,5,BRA_vs_JPN,1
8,BRA,R4,JUMP,loss,3,5,BRA_vs_JPN,1
9,BRA,R4,JUMP,win,4,5,BRA_vs_JPN,1
10,JPN,R4,JUMP,loss,4,6,BRA_vs_JPN,1
11,BRA,R5,JUMP,loss,5,6,BRA_vs_JPN,1
12,JPN,R5,JUMP,loss,5,7,BRA_vs_JPN,1
13,BRA,R6,JUMP,loss,6,7,BRA_vs_JPN,1
14,JPN,R6,HYBRID,loss,6,8,BRA_vs_JPN,1
15,BRA,R1,FLOAT,loss,7,8,BRA_vs_JPN,1
16,BRA,R1,JUMP,win,8,8,BRA_vs_JPN,1
17,JPN,R1,HYBRID,loss,8,9,BRA_vs_JPN,1
18,BRA,R2,JUMP,loss,9,9,BRA_vs_JPN,1
19,JPN,R2,JUMP,loss,9,10,BRA_vs_JPN,1
20,BRA,R3,FLOAT,loss,10,10,BRA_vs_JPN,1
21,JPN,R3,FLOAT,loss,10,11,BRA_vs_JPN,1
22,JPN,R4,JUMP,win,10,12,BRA_vs_JPN,1
23,BRA,R4,JUMP,loss,11,12,BRA_vs_JPN,1
24,BRA,R4,JUMP,win,12,12,BRA_vs_JPN,1
25,BRA,R4,JUMP,win,13,12,BRA_vs_JPN,1
26,JPN,R4,JUMP,loss,13,13,BRA_vs_JPN,1
27,BRA,R5,JUMP,loss,14,13,BRA_vs_JPN,1
28,JPN,R5,JUMP,loss,14,14,BRA_vs_JPN,1
29,BRA,R6,JUMP,loss,15,14,BRA_vs_JPN,1
30,JPN,R6,FLOAT,loss,15,15,BRA_vs_JPN,1
31,BRA,R1,FLOAT,loss,16,15,BRA_vs_JPN,1
32,BRA,R1,HYBRID,win,17,15,BRA_vs_JPN,1
