rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,SLO,R1,HYBRID,loss,0,1,POL_vs_SLO,2
2,POL,R2,JUMP,loss,1,1,POL_vs_SLO,2
3,SLO,R2,JUMP,loss,1,2,POL_vs_SLO,2
4,SLO,R3,FLOAT,win,1,3,POL_vs_SLO,2
5,POL,R3,FLOAT,loss,2,3,POL_vs_SLO,2
6,SLO,R3,JUMP,loss,2,4,POL_vs_SLO,2
7,SLO,R4,JUMP,win,2,5,POL_vs_SLO,2
8,POL,R4,JUMP,loss,3,5,POL_vs_SLO,2
9,SLO,R4,JUMP,loss,3,6,POL_vs_SLO,2
10,POL,R5,JUMP,loss,4,6,POL_vs_SLO,2
11,POL,R5,JUMP,win,5,6,POL_vs_SLO,2
12,POL,R5,HYBRID,win,6,6,POL_vs_SLO,2
13,SLO,R5,JUMP,loss,6,7,POL_vs_SLO,2
14,POL,R6,HYBRID,loss,7,7,POL_vs_SLO,2
15,SLO,R6,HYBRID,loss,7,8,POL_vs_SLO,2
16,POL,R1,JUMP,loss,8,8,POL_vs_SLO,2
17,SLO,R1,FLOAT,loss,8,9,POL_vs_SLO,2
18,POL,R2,JUMP,loss,9,9,POL_vs_SLO,2
19,SLO,R2,JUMP,loss,9,10,POL_vs_SLO,2
20,POL,R3,FLOAT,loss,10,10,POL_vs_SLO,2
21,SLO,R3,JUMP,loss,10,11,POL_vs_SLO,2
22,SLO,R4,JUMP,win,10,12,POL_vs_SLO,2
23,POL,R4,JUMP,loss,11,12,POL_vs_SLO,2
24,SLO,R4,JUMP,loss,11,13,POL_vs_SLO,2
25,POL,R5,JUMP,loss,12,13,POL_vs_SLO,2
26,SLO,R5,JUMP,loss,12,14,POL_vs_SLO,2
27,SLO,R6,JUMP,win,12,15,POL_vs_SLO,2
