rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,JPN,R1,FLOAT,loss,0,1,BRA_vs_JPN,2
2,BRA,R2,JUMP,loss,1,1,BRA_vs_JPN,2
3,JPN,R2,HYBRID,loss,1,2,BRA_vs_JPN,2
4,BRA,R3,JUMP,loss,2,2,BRA_vs_JPN,2
5,BRA,R3,FLOAT,win,3,2,BRA_vs_JPN,2
6,JPN,R3,FLOAT,loss,3,3,BRA_vs_JPN,2
7,BRA,R4,JUMP,loss,4,3,BRA_vs_JPN,2
8,JPN,R4,JUMP,loss,4,4,BRA_vs_JPN,2
9,BRA,R5,JUMP,loss,5,4,BRA_vs_JPN,2
10,BRA,R5,JUMP,win,6,4,BRA_vs_JPN,2
11,BRA,R5,JUMP,win,7,4,BRA_vs_JPN,2
12,BRA,R5,JUMP,win,8,4,BRA_vs_JPN,2
13,JPN,R5,JUMP,loss,8,5,BRA_vs_JPN,2
14,BRA,R6,FLOAT,loss,9,5,BRA_vs_JPN,2
15,BRA,R6,JUMP,win,10,5,BRA_vs_JPN,2
16,BRA,R6,JUMP,win,11,5,BRA_vs_JPN,2
17,JPN,R6,JUMP,loss,11,6,BRA_vs_JPN,2
18,JPN,R1,FLOAT,win,11,7,BRA_vs_JPN,2
19,BRA,R1,JUMP,loss,12,7,BRA_vs_JPN,2
20,JPN,R1,JUMP,loss,12,8,BRA_vs_JPN,2
21,BRA,R2,JUMP,loss,13,8,BRA_vs_JPN,2
22,JPN,R2,HYBRID,loss,13,9,BRA_vs_JPN,2
23,BRA,R3,FLOAT,loss,14,9,BRA_vs_JPN,2
24,JPN,R3,FLOAT,loss,14,10,BRA_vs_JPN,2
25,JPN,R4,JUMP,win,14,11,BRA_vs_JPN,2
26,JPN,R4,JUMP,win,14,12,BRA_vs_JPN,2
27,BRA,R4,JUMP,loss,15,12,BRA_vs_JPN,2
