rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,USA,R1,JUMP,loss,0,1,SLO_vs_USA,2
2,SLO,R2,JUMP,loss,1,1,SLO_vs_USA,2
3,SLO,R2,JUMP,win,2,1,SLO_vs_USA,2
4,SLO,R2,JUMP,win,3,1,SLO_vs_USA,2
5,SLO,R2,JUMP,win,4,1,SLO_vs_USA,2
6,USA,R2,JUMP,loss,4,2,SLO_vs_USA,2
7,SLO,R3,JUMP,loss,5,2,SLO_vs_USA,2
8,SLO,R3,FLOAT,win,6,2,SLO_vs_USA,2
9,USA,R3,JUMP,loss,6,3,SLO_vs_USA,2
10,SLO,R4,JUMP,loss,7,3,SLO_vs_USA,2
11,SLO,R4,JUMP,win,8,3,SLO_vs_USA,2
12,USA,R4,JUMP,loss,8,4,SLO_vs_USA,2
13,USA,R5,JUMP,win,8,5,SLO_vs_USA,2
14,SLO,R5,JUMP,loss,9,5,SLO_vs_USA,2
15,USA,R5,JUMP,loss,9,6,SLO_vs_USA,2
16,SLO,R6,JUMP,loss,10,6,SLO_vs_USA,2
17,USA,R6,JUMP,loss,10,7,SLO_vs_USA,2
18,SLO,R1,FLOAT,loss,11,7,SLO_vs_USA,2
19,USA,R1,FLOAT,loss,11,8,SLO_vs_USA,2
20,SLO,R2,JUMP,loss,12,8,SLO_vs_USA,2
21,SLO,R2,JUMP,win,13,8,SLO_vs_USA,2
22,SLO,R2,JUMP,win,14,8,SLO_vs_USA,2
23,USA,R2,JUMP,loss,14,9,SLO_vs_USA,2
24,SLO,R3,HYBRID,loss,15,9,SLO_vs_USA,2
