rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,JPN,R1,JUMP,win,1,0,JPN_vs_USA,3
2,JPN,R1,FLOAT,win,2,0,JPN_vs_USA,3
3,USA,R1,HYBRID,loss,2,1,JPN_vs_USA,3
4,JPN,R2,HYBRID,loss,3,1,JPN_vs_USA,3
5,USA,R2,JUMP,loss,3,2,JPN_vs_USA,3
6,USA,R3,FLOAT,win,3,3,JPN_vs_USA,3
7,JPN,R3,JUMP,loss,4,3,JPN_vs_USA,3
8,JPN,R3,FLOAT,win,5,3,JPN_vs_USA,3
9,JPN,R3,FLOAT,win,6,3,JPN_vs_USA,3
10,JPN,R3,FLOAT,win,7,3,JPN_vs_USA,3
11,USA,R3,FLOAT,loss,7,4,JPN_vs_USA,3
12,USA,R4,JUMP,win,7,5,JPN_vs_USA,3
13,JPN,R4,JUMP,loss,8,5,JPN_vs_USA,3
14,USA,R4,JUMP,loss,8,6,JPN_vs_USA,3
15,JPN,R5,JUMP,loss,9,6,JPN_vs_USA,3
16,USA,R5,JUMP,loss,9,7,JPN_vs_USA,3
17,JPN,R6,JUMP,loss,10,7,JPN_vs_USA,3
18,USA,R6,FLOAT,loss,10,8,JPN_vs_USA,3
19,JPN,R1,JUMP,loss,11,8,JPN_vs_USA,3
20,USA,R1,FLOAT,loss,11,9,JPN_vs_USA,3
21,JPN,R2,JUMP,loss,12,9,JPN_vs_USA,3
22,USA,R2,JUMP,loss,12,10,JPN_vs_USA,3
23,USA,R3,JUMP,win,12,11,JPN_vs_USA,3
24,JPN,R3,FLOAT,loss,13,11,JPN_vs_USA,3
25,USA,R3,FLOAT,loss,13,12,JPN_vs_USA,3
26,JPN,R4,JUMP,loss,14,12,JPN_vs_USA,3
27,JPN,R4,JUMP,win,15,12,JPN_vs_USA,3
