rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,POL,R1,JUMP,loss,0,1,FRA_vs_POL,1
2,POL,R2,JUMP,win,0,2,FRA_vs_POL,1
3,POL,R2,JUMP,win,0,3,FRA_vs_POL,1
4,FRA,R2,HYBRID,loss,1,3,FRA_vs_POL,1
5,POL,R2,JUMP,loss,1,4,FRA_vs_POL,1
6,FRA,R3,JUMP,loss,2,4,FRA_vs_POL,1
7,POL,R3,JUMP,loss,2,5,FRA_vs_POL,1
8,POL,R4,JUMP,win,2,6,FRA_vs_POL,1
9,FRA,R4,JUMP,loss,3,6,FRA_vs_POL,1
10,POL,R4,JUMP,loss,3,7,FRA_vs_POL,1
11,POL,R5,JUMP,win,3,8,FRA_vs_POL,1
12,FRA,R5,JUMP,loss,4,8,FRA_vs_POL,1
13,POL,R5,JUMP,loss,4,9,FRA_vs_POL,1
14,POL,R6,HYBRID,win,4,10,FRA_vs_POL,1
15,POL,R6,HYBRID,win,4,11,FRA_vs_POL,1
16,FRA,R6,FLOAT,loss,5,11,FRA_vs_POL,1
17,POL,R6,FLOAT,loss,5,12,FRA_vs_POL,1
18,POL,R1,HYBRID,win,5,13,FRA_vs_POL,1
19,FRA,R1,JUMP,loss,6,13,FRA_vs_POL,1
20,POL,R1,JUMP,loss,6,14,FRA_vs_POL,1
21,FRA,R2,HYBRID,loss,7,14,FRA_vs_POL,1
22,POL,R2,FLOAT,loss,7,15,FRA_vs_POL,1
