rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,SLO,R1,FLOAT,loss,0,1,POL_vs_SLO,3
2,POL,R2,JUMP,loss,1,1,POL_vs_SLO,3
3,SLO,R2,JUMP,loss,1,2,POL_vs_SLO,3
4,POL,R3,FLOAT,loss,2,2,POL_vs_SLO,3
5,SLO,R3,JUMP,loss,2,3,POL_vs_SLO,3
6,POL,R4,JUMP,loss,3,3,POL_vs_SLO,3
7,SLO,R4,JUMP,loss,3,4,POL_vs_SLO,3
8,POL,R5,JUMP,loss,4,4,POL_vs_SLO,3
9,SLO,R5,JUMP,loss,4,5,POL_vs_SLO,3
10,POL,R6,JUMP,loss,5,5,POL_vs_SLO,3
11,SLO,R6,HYBRID,loss,5,6,POL_vs_SLO,3
12,SLO,R1,JUMP,win,5,7,POL_vs_SLO,3
13,POL,R1,HYBRID,loss,6,7,POL_vs_SLO,3
14,SLO,R1,JUMP,loss,6,8,POL_vs_SLO,3
15,SLO,R2,JUMP,win,6,9,POL_vs_SLO,3
16,POL,R2,JUMP,loss,7,9,POL_vs_SLO,3
17,SLO,R2,JUMP,loss,7,10,POL_vs_SLO,3
18,SLO,R3,JUMP,win,7,11,POL_vs_SLO,3
19,SLO,R3,JUMP,win,7,12,POL_vs_SLO,3
20,POL,R3,FLOAT,loss,8,12,POL_vs_SLO,3
21,POL,R3,JUMP,win,9,12,POL_vs_SLO,3
22,SLO,R3,JUMP,loss,9,13,POL_vs_SLO,3
23,POL,R4,JUMP,loss,10,13,POL_vs_SLO,3
24,SLO,R4,JUMP,loss,10,14,POL_vs_SLO,3
25,POL,R5,JUMP,loss,11,14,POL_vs_SLO,3
26,POL,R5,JUMP,win,12,14,POL_vs_SLO,3
27,SLO,R5,JUMP,loss,12,15,POL_vs_SLO,3
