rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,USA,R1,JUMP,loss,0,1,POL_vs_USA,2
2,POL,R2,HYBRID,loss,1,1,POL_vs_USA,2
3,USA,R2,HYBRID,loss,1,2,POL_vs_USA,2
4,USA,R3,JUMP,win,1,3,POL_vs_USA,2
5,POL,R3,JUMP,loss,2,3,POL_vs_USA,2
6,USA,R3,JUMP,loss,2,4,POL_vs_USA,2
7,POL,R4,JUMP,loss,3,4,POL_vs_USA,2
8,USA,R4,JUMP,loss,3,5,POL_vs_USA,2
9,POL,R5,JUMP,loss,4,5,POL_vs_USA,2
10,POL,R5,JUMP,win,5,5,POL_vs_USA,2
11,USA,R5,JUMP,loss,5,6,POL_vs_USA,2
12,POL,R6,JUMP,loss,6,6,POL_vs_USA,2
13,USA,R6,HYBRID,loss,6,7,POL_vs_USA,2
14,USA,R1,JUMP,win,6,8,POL_vs_USA,2
15,POL,R1,JUMP,loss,7,8,POL_vs_USA,2
16,POL,R1,HYBRID,win,8,8,POL_vs_USA,2
17,USA,R1,HYBRID,loss,8,9,POL_vs_USA,2
18,USA,R2,JUMP,win,8,10,POL_vs_USA,2
19,USA,R2,JUMP,win,8,11,POL_vs_USA,2
20,POL,R2,JUMP,loss,9,11,POL_vs_USA,2
21,USA,R2,JUMP,loss,9,12,POL_vs_USA,2
22,USA,R3,JUMP,win,9,13,POL_vs_USA,2
23,USA,R3,JUMP,win,9,14,POL_vs_USA,2
24,POL,R3,JUMP,loss,10,14,POL_vs_USA,2
25,USA,R3,JUMP,loss,10,15,POL_vs_USA,2
