rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,JPN,R1,FLOAT,win,1,0,JPN_vs_SLO,4
2,SLO,R1,JUMP,loss,1,1,JPN_vs_SLO,4
3,JPN,R2,JUMP,loss,2,1,JPN_vs_SLO,4
4,SLO,R2,JUMP,loss,2,2,JPN_vs_SLO,4
5,JPN,R3,JUMP,loss,3,2,JPN_vs_SLO,4
6,SLO,R3,FLOAT,loss,3,3,JPN_vs_SLO,4
7,JPN,R4,JUMP,loss,4,3,JPN_vs_SLO,4
8,SLO,R4,JUMP,loss,4,4,JPN_vs_SLO,4
9,JPN,R5,JUMP,loss,5,4,JPN_vs_SLO,4
10,SLO,R5,JUMP,loss,5,5,JPN_vs_SLO,4
11,SLO,R6,JUMP,win,5,6,JPN_vs_SLO,4
12,JPN,R6,HYBRID,loss,6,6,JPN_vs_SLO,4
13,SLO,R6,FLOAT,loss,6,7,JPN_vs_SLO,4
14,JPN,R1,FLOAT,loss,7,7,JPN_vs_SLO,4
15,SLO,R1,FLOAT,loss,7,8,JPN_vs_SLO,4
16,JPN,R2,JUMP,loss,8,8,JPN_vs_SLO,4
17,JPN,R2,JUMP,win,9,8,JPN_vs_SLO,4
18,JPN,R2,JUMP,win,10,8,JPN_vs_SLO,4
19,JPN,R2,JUMP,win,11,8,JPN_vs_SLO,4
20,SLO,R2,JUMP,loss,11,9,JPN_vs_SLO,4
21,SLO,R3,FLOAT,win,11,10,JPN_vs_SLO,4
22,SLO,R3,FLOAT,win,11,11,JPN_vs_SLO,4
23,JPN,R3,FLOAT,loss,12,11,JPN_vs_SLO,4
24,JPN,R3,JUMP,win,13,11,JPN_vs_SLO,4
25,SLO,R3,JUMP,loss,13,12,JPN_vs_SLO,4
26,JPN,R4,JUMP,loss,14,12,JPN_vs_SLO,4
27,SLO,R4,JUMP,loss,14,13,JPN_vs_SLO,4
28,JPN,R5,JUMP,loss,15,13,JPN_vs_SLO,4
