rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,SLO,R1,HYBRID,loss,0,1,POL_vs_SLO,1
2,POL,R2,JUMP,loss,1,1,POL_vs_SLO,1
3,POL,R2,JUMP,win,2,1,POL_vs_SLO,1
4,SLO,R2,JUMP,loss,2,2,POL_vs_SLO,1
5,SLO,R3,FLOAT,win,2,3,POL_vs_SLO,1
6,SLO,R3,FLOAT,win,2,4,POL_vs_SLO,1
7,SLO,R3,JUMP,win,2,5,POL_vs_SLO,1
8,POL,R3,FLOAT,loss,3,5,POL_vs_SLO,1
9,POL,R3,JUMP,win,4,5,POL_vs_SLO,1
10,SLO,R3,JUMP,loss,4,6,POL_vs_SLO,1
11,POL,R4,JUMP,loss,5,6,POL_vs_SLO,1
12,SLO,R4,JUMP,loss,5,7,POL_vs_SLO,1
13,POL,R5,JUMP,loss,6,7,POL_vs_SLO,1
14,SLO,R5,JUMP,loss,6,8,POL_vs_SLO,1
15,SLO,R6,JUMP,win,6,9,POL_vs_SLO,1
16,SLO,R6,JUMP,win,6,10,POL_vs_SLO,1
17,POL,R6,JUMP,loss,7,10,POL_vs_SLO,1
18,SLO,R6,JUMP,loss,7,11,POL_vs_SLO,1
19,SLO,R1,FLOAT,win,7,12,POL_vs_SLO,1
20,SLO,R1,JUMP,win,7,13,POL_vs_SLO,1
21,POL,R1,JUMP,loss,8,13,POL_vs_SLO,1
22,SLO,R1,JUMP,loss,8,14,POL_vs_SLO,1
23,POL,R2,JUMP,loss,9,14,POL_vs_SLO,1
24,SLO,R2,JUMP,loss,9,15,POL_vs_SLO,1
