rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,BRA,R1,FLOAT,win,1,0,BRA_vs_FRA,1
2,BRA,R1,FLOAT,win,2,0,BRA_vs_FRA,1
3,BRA,R1,FLOAT,win,3,0,BRA_vs_FRA,1
4,FRA,R1,FLOAT,loss,3,1,BRA_vs_FRA,1
5,BRA,R2,JUMP,loss,4,1,BRA_vs_FRA,1
6,FRA,R2,JUMP,loss,4,2,BRA_vs_FRA,1
7,BRA,R3,FLOAT,loss,5,2,BRA_vs_FRA,1
8,BRA,R3,FLOAT,win,6,2,BRA_vs_FRA,1
9,BRA,R3,JUMP,win,7,2,BRA_vs_FRA,1
10,FRA,R3,FLOAT,loss,7,3,BRA_vs_FRA,1
11,BRA,R4,JUMP,loss,8,3,BRA_vs_FRA,1
12,FRA,R4,JUMP,loss,8,4,BRA_vs_FRA,1
13,BRA,R5,JUMP,loss,9,4,BRA_vs_FRA,1
14,BRA,R5,JUMP,win,10,4,BRA_vs_FRA,1
15,FRA,R5,JUMP,loss,10,5,BRA_vs_FRA,1
16,BRA,R6,FLOAT,loss,11,5,BRA_vs_FRA,1
17,BRA,R6,JUMP,win,12,5,BRA_vs_FRA,1
18,BRA,R6,JUMP,win,13,5,BRA_vs_FRA,1
19,BRA,R6,HYBRID,win,14,5,BRA_vs_FRA,1
20,FRA,R6,JUMP,loss,14,6,BRA_vs_FRA,1
21,BRA,R1,JUMP,loss,15,6,BRA_vs_FRA,1
