rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,SLO,R1,FLOAT,loss,0,1,JPN_vs_SLO,1
2,JPN,R2,JUMP,loss,1,1,JPN_vs_SLO,1
3,SLO,R2,JUMP,loss,1,2,JPN_vs_SLO,1
4,JPN,R3,FLOAT,loss,2,2,JPN_vs_SLO,1
5,JPN,R3,FLOAT,win,3,2,JPN_vs_SLO,1
6,JPN,R3,FLOAT,win,4,2,JPN_vs_SLO,1
7,SLO,R3,FLOAT,loss,4,3,JPN_vs_SLO,1
8,JPN,R4,JUMP,loss,5,3,JPN_vs_SLO,1
9,SLO,R4,JUMP,loss,5,4,JPN_vs_SLO,1
10,JPN,R5,JUMP,loss,6,4,JPN_vs_SLO,1
11,SLO,R5,JUMP,loss,6,5,JPN_vs_SLO,1
12,SLO,R6,JUMP,win,6,6,JPN_vs_SLO,1
13,SLO,R6,HYBRID,win,6,7,JPN_vs_SLO,1
14,JPN,R6,JUMP,loss,7,7,JPN_vs_SLO,1
15,JPN,R6,JUMP,win,8,7,JPN_vs_SLO,1
16,JPN,R6,JUMP,win,9,7,JPN_vs_SLO,1
17,JPN,R6,FLOAT,win,10,7,JPN_vs_SLO,1
18,SLO,R6,JUMP,loss,10,8,JPN_vs_SLO,1
19,SLO,R1,FLOAT,win,10,9,JPN_vs_SLO,1
20,JPN,R1,JUMP,loss,11,9,JPN_vs_SLO,1
21,SLO,R1,JUMP,loss,11,10,JPN_vs_SLO,1
22,JPN,R2,JUMP,loss,12,10,JPN_vs_SLO,1
23,SLO,R2,JUMP,loss,12,11,JPN_vs_SLO,1
24,JPN,R3,FLOAT,loss,13,11,JPN_vs_SLO,1
25,SLO,R3,FLOAT,loss,13,12,JPN_vs_SLO,1
26,JPN,R4,JUMP,loss,14,12,JPN_vs_SLO,1
27,SLO,R4,JUMP,loss,14,13,JPN_vs_SLO,1
28,SLO,R5,JUMP,win,14,14,JPN_vs_SLO,1
29,JPN,R5,JUMP,loss,15,14,JPN_vs_SLO,1
30,SLO,R5,JUMP,loss,15,15,JPN_vs_SLO,1
31,JPN,R6,JUMP,loss,16,15,JPN_vs_SLO,1
32,JPN,R6,JUMP,win,17,15,JPN_vs_SLO,1
