rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,USA,R1,FLOAT,loss,0,1,FRA_vs_USA,5
2,FRA,R2,JUMP,loss,1,1,FRA_vs_USA,5
3,FRA,R2,FLOAT,win,2,1,FRA_vs_USA,5
4,FRA,R2,FLOAT,win,3,1,FRA_vs_USA,5
5,FRA,R2,FLOAT,win,4,1,FRA_vs_USA,5
6,USA,R2,JUMP,loss,4,2,FRA_vs_USA,5
7,USA,R3,FLOAT,win,4,3,FRA_vs_USA,5
8,FRA,R3,JUMP,loss,5,3,FRA_vs_USA,5
9,USA,R3,JUMP,loss,5,4,FRA_vs_USA,5
10,FRA,R4,JUMP,loss,6,4,FRA_vs_USA,5
11,USA,R4,JUMP,loss,6,5,FRA_vs_USA,5
12,FRA,R5,JUMP,loss,7,5,FRA_vs_USA,5
13,FRA,R5,JUMP,win,8,5,FRA_vs_USA,5
14,USA,R5,HYBRID,loss,8,6,FRA_vs_USA,5
15,FRA,R6,JUMP,loss,9,6,FRA_vs_USA,5
16,USA,R6,FLOAT,loss,9,7,FRA_vs_USA,5
17,FRA,R1,JUMP,loss,10,7,FRA_vs_USA,5
18,USA,R1,JUMP,loss,10,8,FRA_vs_USA,5
19,USA,R2,JUMP,win,10,9,FRA_vs_USA,5
20,USA,R2,HYBRID,win,10,10,FRA_vs_USA,5
21,FRA,R2,JUMP,loss,11,10,FRA_vs_USA,5
22,USA,R2,JUMP,loss,11,11,FRA_vs_USA,5
23,USA,R3,JUMP,win,11,12,FRA_vs_USA,5
24,USA,R3,FLOAT,win,11,13,FRA_vs_USA,5
25,FRA,R3,JUMP,loss,12,13,FRA_vs_USA,5
26,USA,R3,JUMP,loss,12,14,FRA_vs_USA,5
27,FRA,R4,JUMP,loss,13,14,FRA_vs_USA,5
28,USA,R4,JUMP,loss,13,15,FRA_vs_USA,5
