rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,BRA,R1,JUMP,win,1,0,BRA_vs_ITA,2
2,BRA,R1,JUMP,win,2,0,BRA_vs_ITA,2
3,ITA,R1,HYBRID,loss,2,1,BRA_vs_ITA,2
4,ITA,R2,JUMP,win,2,2,BRA_vs_ITA,2
5,ITA,R2,JUMP,win,2,3,BRA_vs_ITA,2
6,ITA,R2,JUMP,win,2,4,BRA_vs_ITA,2
7,BRA,R2,HYBRID,loss,3,4,BRA_vs_ITA,2
8,ITA,R2,HYBRID,loss,3,5,BRA_vs_ITA,2
9,ITA,R3,HYBRID,win,3,6,BRA_vs_ITA,2
10,BRA,R3,FLOAT,loss,4,6,BRA_vs_ITA,2
11,ITA,R3,FLOAT,loss,4,7,BRA_vs_ITA,2
12,BRA,R4,JUMP,loss,5,7,BRA_vs_ITA,2
13,ITA,R4,JUMP,loss,5,8,BRA_vs_ITA,2
14,BRA,R5,JUMP,loss,6,8,BRA_vs_ITA,2
15,ITA,R5,FLOAT,loss,6,9,BRA_vs_ITA,2
16,ITA,R6,HYBRID,win,6,10,BRA_vs_ITA,2
17,ITA,R6,JUMP,win,6,11,BRA_vs_ITA,2
18,BRA,R6,FLOAT,loss,7,11,BRA_vs_ITA,2
19,ITA,R6,JUMP,loss,7,12,BRA_vs_ITA,2
20,BRA,R1,JUMP,loss,8,12,BRA_vs_ITA,2
21,BRA,R1,FLOAT,win,9,12,BRA_vs_ITA,2
22,BRA,R1,JUMP,win,10,12,BRA_vs_ITA,2
23,BRA,R1,JUMP,win,11,12,BRA_vs_ITA,2
24,ITA,R1,JUMP,loss,11,13,BRA_vs_ITA,2
25,BRA,R2,JUMP,loss,12,13,BRA_vs_ITA,2
26,BRA,R2,JUMP,win,13,13,BRA_vs_ITA,2
27,ITA,R2,JUMP,loss,13,14,BRA_vs_ITA,2
28,ITA,R3,HYBRID,win,13,15,BRA_vs_ITA,2
