rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,SLO,R1,JUMP,loss,0,1,ITA_vs_SLO,3
2,ITA,R2,JUMP,loss,1,1,ITA_vs_SLO,3
3,ITA,R2,JUMP,win,2,1,ITA_vs_SLO,3
4,ITA,R2,JUMP,win,3,1,ITA_vs_SLO,3
5,ITA,R2,HYBRID,win,4,1,ITA_vs_SLO,3
6,ITA,R2,JUMP,win,5,1,ITA_vs_SLO,3
7,ITA,R2,JUMP,win,6,1,ITA_vs_SLO,3
8,ITA,R2,JUMP,win,7,1,ITA_vs_SLO,3
9,ITA,R2,JUMP,win,8,1,ITA_vs_SLO,3
10,ITA,R2,JUMP,win,9,1,ITA_vs_SLO,3
11,ITA,R2,JUMP,win,10,1,ITA_vs_SLO,3
12,ITA,R2,HYBRID,win,11,1,ITA_vs_SLO,3
13,ITA,R2,JUMP,win,12,1,ITA_vs_SLO,3
14,SLO,R2,JUMP,loss,12,2,ITA_vs_SLO,3
15,ITA,R3,FLOAT,loss,13,2,ITA_vs_SLO,3
16,ITA,R3,HYBRID,win,14,2,ITA_vs_SLO,3
17,SLO,R3,FLOAT,loss,14,3,ITA_vs_SLO,3
18,ITA,R4,JUMP,loss,15,3,ITA_vs_SLO,3
