rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,BRA,R1,JUMP,win,1,0,BRA_vs_POL,1
2,POL,R1,HYBRID,loss,1,1,BRA_vs_POL,1
3,BRA,R2,JUMP,loss,2,1,BRA_vs_POL,1
4,POL,R2,JUMP,loss,2,2,BRA_vs_POL,1
5,BRA,R3,JUMP,loss,3,2,BRA_vs_POL,1
6,POL,R3,HYBRID,loss,3,3,BRA_vs_POL,1
7,BRA,R4,JUMP,loss,4,3,BRA_vs_POL,1
8,POL,R4,JUMP,loss,4,4,BRA_vs_POL,1
9,BRA,R5,JUMP,loss,5,4,BRA_vs_POL,1
10,BRA,R5,JUMP,win,6,4,BRA_vs_POL,1
11,POL,R5,HYBRID,loss,6,5,BRA_vs_POL,1
12,POL,R6,JUMP,win,6,6,BRA_vs_POL,1
13,POL,R6,HYBRID,win,6,7,BRA_vs_POL,1
14,POL,R6,HYBRID,win,6,8,BRA_vs_POL,1
15,BRA,R6,JUMP,loss,7,8,BRA_vs_POL,1
16,BRA,R6,HYBRID,win,8,8,BRA_vs_POL,1
17,BRA,R6,JUMP,win,9,8,BRA_vs_POL,1
18,POL,R6,JUMP,loss,9,9,BRA_vs_POL,1
19,POL,R1,HYBRID,win,9,10,BRA_vs_POL,1
20,BRA,R1,FLOAT,loss,10,10,BRA_vs_POL,1
21,POL,R1,JUMP,loss,10,11,BRA_vs_POL,1
22,POL,R2,JUMP,win,10,12,BRA_vs_POL,1
23,BRA,R2,JUMP,loss,11,12,BRA_vs_POL,1
24,POL,R2,JUMP,loss,11,13,BRA_vs_POL,1
25,POL,R3,JUMP,win,11,14,BRA_vs_POL,1
26,BRA,R3,JUMP,loss,12,14,BRA_vs_POL,1
27,POL,R3,FLOAT,loss,12,15,BRA_vs_POL,1
