rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,USA,R1,JUMP,loss,0,1,POL_vs_USA,4
2,USA,R2,JUMP,win,0,2,POL_vs_USA,4
3,POL,R2,HYBRID,loss,1,2,POL_vs_USA,4
4,USA,R2,JUMP,loss,1,3,POL_vs_USA,4
5,POL,R3,JUMP,loss,2,3,POL_vs_USA,4
6,POL,R3,JUMP,win,3,3,POL_vs_USA,4
7,POL,R3,JUMP,win,4,3,POL_vs_USA,4
8,POL,R3,JUMP,win,5,3,POL_vs_USA,4
9,POL,R3,JUMP,win,6,3,POL_vs_USA,4
10,USA,R3,JUMP,loss,6,4,POL_vs_USA,4
11,POL,R4,JUMP,loss,7,4,POL_vs_USA,4
12,USA,R4,JUMP,loss,7,5,POL_vs_USA,4
13,POL,R5,JUMP,loss,8,5,POL_vs_USA,4
14,USA,R5,JUMP,loss,8,6,POL_vs_USA,4
15,USA,R6,JUMP,win,8,7,POL_vs_USA,4
16,POL,R6,JUMP,loss,9,7,POL_vs_USA,4
17,USA,R6,HYBRID,loss,9,8,POL_vs_USA,4
18,POL,R1,JUMP,loss,10,8,POL_vs_USA,4
19,POL,R1,JUMP,win,11,8,POL_vs_USA,4
20,USA,R1,FLOAT,loss,11,9,POL_vs_USA,4
21,POL,R2,JUMP,loss,12,9,POL_vs_USA,4
22,USA,R2,HYBRID,loss,12,10,POL_vs_USA,4
23,POL,R3,JUMP,loss,13,10,POL_vs_USA,4
24,USA,R3,JUMP,loss,13,11,POL_vs_USA,4
25,POL,R4,JUMP,loss,14,11,POL_vs_USA,4
26,USA,R4,JUMP,loss,14,12,POL_vs_USA,4
27,USA,R5,JUMP,win,14,13,POL_vs_USA,4
28,POL,R5,JUMP,loss,15,13,POL_vs_USA,4
