rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,FRA,R1,HYBRID,loss,0,1,BRA_vs_FRA,4
2,FRA,R2,FLOAT,win,0,2,BRA_vs_FRA,4
3,FRA,R2,FLOAT,win,0,3,BRA_vs_FRA,4
4,FRA,R2,JUMP,win,0,4,BRA_vs_FRA,4
5,BRA,R2,FLOAT,loss,1,4,BRA_vs_FRA,4
6,FRA,R2,HYBRID,loss,1,5,BRA_vs_FRA,4
7,FRA,R3,HYBRID,win,1,6,BRA_vs_FRA,4
8,BRA,R3,HYBRID,loss,2,6,BRA_vs_FRA,4
9,BRA,R3,HYBRID,win,3,6,BRA_vs_FRA,4
10,FRA,R3,FLOAT,loss,3,7,BRA_vs_FRA,4
11,FRA,R4,JUMP,win,3,8,BRA_vs_FRA,4
12,BRA,R4,JUMP,loss,4,8,BRA_vs_FRA,4
13,FRA,R4,JUMP,loss,4,9,BRA_vs_FRA,4
14,FRA,R5,JUMP,win,4,10,BRA_vs_FRA,4
15,BRA,R5,HYBRID,loss,5,10,BRA_vs_FRA,4
16,BRA,R5,JUMP,win,6,10,BRA_vs_FRA,4
17,BRA,R5,JUMP,win,7,10,BRA_vs_FRA,4
18,FRA,R5,JUMP,loss,7,11,BRA_vs_FRA,4
19,BRA,R6,FLOAT,loss,8,11,BRA_vs_FRA,4
20,FRA,R6,JUMP,loss,8,12,BRA_vs_FRA,4
21,FRA,R1,JUMP,win,8,13,BRA_vs_FRA,4
22,FRA,R1,FLOAT,win,8,14,BRA_vs_FRA,4
23,FRA,R1,JUMP,win,8,15,BRA_vs_FRA,4
