rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,USA,R1,JUMP,loss,0,1,FRA_vs_USA,2
2,FRA,R2,HYBRID,loss,1,1,FRA_vs_USA,2
3,FRA,R2,FLOAT,win,2,1,FRA_vs_USA,2
4,USA,R2,JUMP,loss,2,2,FRA_vs_USA,2
5,FRA,R3,JUMP,loss,3,2,FRA_vs_USA,2
6,USA,R3,JUMP,loss,3,3,FRA_vs_USA,2
7,FRA,R4,JUMP,loss,4,3,FRA_vs_USA,2
8,USA,R4,JUMP,loss,4,4,FRA_vs_USA,2
9,USA,R5,JUMP,win,4,5,FRA_vs_USA,2
10,USA,R5,JUMP,win,4,6,FRA_vs_USA,2
11,FRA,R5,JUMP,loss,5,6,FRA_vs_USA,2
12,USA,R5,FLOAT,loss,5,7,FRA_vs_USA,2
13,FRA,R6,JUMP,loss,6,7,FRA_vs_USA,2
14,USA,R6,JUMP,loss,6,8,FRA_vs_USA,2
15,USA,R1,JUMP,win,6,9,FRA_vs_USA,2
16,USA,R1,FLOAT,win,6,10,FRA_vs_USA,2
17,FRA,R1,HYBRID,loss,7,10,FRA_vs_USA,2
18,FRA,R1,JUMP,win,8,10,FRA_vs_USA,2
19,USA,R1,JUMP,loss,8,11,FRA_vs_USA,2
20,FRA,R2,JUMP,loss,9,11,FRA_vs_USA,2
21,FRA,R2,FLOAT,win,10,11,FRA_vs_USA,2
22,USA,R2,FLOAT,loss,10,12,FRA_vs_USA,2
23,FRA,R3,JUMP,loss,11,12,FRA_vs_USA,2
24,FRA,R3,JUMP,win,12,12,FRA_vs_USA,2
25,USA,R3,JUMP,loss,12,13,FRA_vs_USA,2
26,FRA,R4,JUMP,loss,13,13,FRA_vs_USA,2
27,USA,R4,JUMP,loss,13,14,FRA_vs_USA,2
28,USA,R5,JUMP,win,13,15,FRA_vs_USA,2
