rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,POL,R1,FLOAT,loss,0,1,JPN_vs_POL,4
2,JPN,R2,JUMP,loss,1,1,JPN_vs_POL,4
3,POL,R2,JUMP,loss,1,2,JPN_vs_POL,4
4,POL,R3,JUMP,win,1,3,JPN_vs_POL,4
5,POL,R3,JUMP,win,1,4,JPN_vs_POL,4
6,JPN,R3,JUMP,loss,2,4,JPN_vs_POL,4
7,POL,R3,FLOAT,loss,2,5,JPN_vs_POL,4
8,JPN,R4,JUMP,loss,3,5,JPN_vs_POL,4
9,POL,R4,JUMP,loss,3,6,JPN_vs_POL,4
10,JPN,R5,JUMP,loss,4,6,JPN_vs_POL,4
11,POL,R5,JUMP,loss,4,7,JPN_vs_POL,4
12,JPN,R6,HYBRID,loss,5,7,JPN_vs_POL,4
13,JPN,R6,JUMP,win,6,7,JPN_vs_POL,4
14,JPN,R6,JUMP,win,7,7,JPN_vs_POL,4
15,JPN,R6,FLOAT,win,8,7,JPN_vs_POL,4
16,POL,R6,FLOAT,loss,8,8,JPN_vs_POL,4
17,POL,R1,HYBRID,win,8,9,JPN_vs_POL,4
18,POL,R1,FLOAT,win,8,10,JPN_vs_POL,4
19,JPN,R1,HYBRID,loss,9,10,JPN_vs_POL,4
20,POL,R1,FLOAT,loss,9,11,JPN_vs_POL,4
21,POL,R2,JUMP,win,9,12,JPN_vs_POL,4
22,JPN,R2,JUMP,loss,10,12,JPN_vs_POL,4
23,JPN,R2,JUMP,win,11,12,JPN_vs_POL,4
24,POL,R2,JUMP,loss,11,13,JPN_vs_POL,4
25,POL,R3,JUMP,win,11,14,JPN_vs_POL,4
26,POL,R3,JUMP,win,11,15,JPN_vs_POL,4
