rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,USA,R1,FLOAT,loss,0,1,JPN_vs_USA,1
2,JPN,R2,JUMP,loss,1,1,JPN_vs_USA,1
3,USA,R2,JUMP,loss,1,2,JPN_vs_USA,1
4,JPN,R3,FLOAT,loss,2,2,JPN_vs_USA,1
5,USA,R3,FLOAT,loss,2,3,JPN_vs_USA,1
6,JPN,R4,JUMP,loss,3,3,JPN_vs_USA,1
7,USA,R4,JUMP,loss,3,4,JPN_vs_USA,1
8,JPN,R5,JUMP,loss,4,4,JPN_vs_USA,1
9,JPN,R5,JUMP,win,5,4,JPN_vs_USA,1
10,JPN,R5,JUMP,win,6,4,JPN_vs_USA,1
11,USA,R5,HYBRID,loss,6,5,JPN_vs_USA,1
12,USA,R6,JUMP,win,6,6,JPN_vs_USA,1
13,JPN,R6,HYBRID,loss,7,6,JPN_vs_USA,1
14,USA,R6,FLOAT,loss,7,7,JPN_vs_USA,1
15,USA,R1,FLOAT,win,7,8,JPN_vs_USA,1
16,JPN,R1,FLOAT,loss,8,8,JPN_vs_USA,1
17,USA,R1,FLOAT,loss,8,9,JPN_vs_USA,1
18,USA,R2,JUMP,win,8,10,JPN_vs_USA,1
19,JPN,R2,HYBRID,loss,9,10,JPN_vs_USA,1
20,USA,R2,JUMP,loss,9,11,JPN_vs_USA,1
21,JPN,R3,JUMP,loss,10,11,JPN_vs_USA,1
22,USA,R3,FLOAT,loss,10,12,JPN_vs_USA,1
23,JPN,R4,JUMP,loss,11,12,JPN_vs_USA,1
24,USA,R4,JUMP,loss,11,13,JPN_vs_USA,1
25,USA,R5,JUMP,win,11,14,JPN_vs_USA,1
26,JPN,R5,JUMP,loss,12,14,JPN_vs_USA,1
27,USA,R5,JUMP,loss,12,15,JPN_vs_USA,1
