rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,JPN,R1,FLOAT,win,1,0,JPN_vs_POL,5
2,JPN,R1,FLOAT,win,2,0,JPN_vs_POL,5
3,POL,R1,FLOAT,loss,2,1,JPN_vs_POL,5
4,JPN,R2,JUMP,loss,3,1,JPN_vs_POL,5
5,JPN,R2,JUMP,win,4,1,JPN_vs_POL,5
6,JPN,R2,JUMP,win,5,1,JPN_vs_POL,5
7,POL,R2,JUMP,loss,5,2,JPN_vs_POL,5
8,POL,R3,JUMP,win,5,3,JPN_vs_POL,5
9,JPN,R3,JUMP,loss,6,3,JPN_vs_POL,5
10,POL,R3,FLOAT,loss,6,4,JPN_vs_POL,5
11,JPN,R4,JUMP,loss,7,4,JPN_vs_POL,5
12,POL,R4,JUMP,loss,7,5,JPN_vs_POL,5
13,JPN,R5,JUMP,loss,8,5,JPN_vs_POL,5
14,JPN,R5,JUMP,win,9,5,JPN_vs_POL,5
15,JPN,R5,HYBRID,win,10,5,JPN_vs_POL,5
16,POL,R5,JUMP,loss,10,6,JPN_vs_POL,5
17,JPN,R6,JUMP,loss,11,6,JPN_vs_POL,5
18,POL,R6,JUMP,loss,11,7,JPN_vs_POL,5
19,JPN,R1,FLOAT,loss,12,7,JPN_vs_POL,5
20,POL,R1,FLOAT,loss,12,8,JPN_vs_POL,5
21,JPN,R2,FLOAT,loss,13,8,JPN_vs_POL,5
22,POL,R2,JUMP,loss,13,9,JPN_vs_POL,5
23,POL,R3,JUMP,win,13,10,JPN_vs_POL,5
24,POL,R3,JUMP,win,13,11,JPN_vs_POL,5
25,JPN,R3,JUMP,loss,14,11,JPN_vs_POL,5
26,JPN,R3,FLOAT,win,15,11,JPN_vs_POL,5
