rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,ITA,R1,FLOAT,loss,0,1,FRA_vs_ITA,5
2,ITA,R2,JUMP,win,0,2,FRA_vs_ITA,5
3,FRA,R2,HYBRID,loss,1,2,FRA_vs_ITA,5
4,FRA,R2,JUMP,win,2,2,FRA_vs_ITA,5
5,FRA,R2,JUMP,win,3,2,FRA_vs_ITA,5
6,ITA,R2,FLOAT,loss,3,3,FRA_vs_ITA,5
7,FRA,R3,FLOAT,loss,4,3,FRA_vs_ITA,5
8,ITA,R3,JUMP,loss,4,4,FRA_vs_ITA,5
9,ITA,R4,JUMP,win,4,5,FRA_vs_ITA,5
10,FRA,R4,JUMP,loss,5,5,FRA_vs_ITA,5
11,ITA,R4,JUMP,loss,5,6,FRA_vs_ITA,5
12,ITA,R5,JUMP,win,5,7,FRA_vs_ITA,5
13,ITA,R5,JUMP,win,5,8,FRA_vs_ITA,5
14,FRA,R5,JUMP,loss,6,8,FRA_vs_ITA,5
15,ITA,R5,FLOAT,loss,6,9,FRA_vs_ITA,5
16,FRA,R6,FLOAT,loss,7,9,FRA_vs_ITA,5
17,ITA,R6,FLOAT,loss,7,10,FRA_vs_ITA,5
18,FRA,R1,JUMP,loss,8,10,FRA_vs_ITA,5
19,FRA,R1,HYBRID,win,9,10,FRA_vs_ITA,5
20,ITA,R1,JUMP,loss,9,11,FRA_vs_ITA,5
21,FRA,R2,HYBRID,loss,10,11,FRA_vs_ITA,5
22,FRA,R2,JUMP,win,11,11,FRA_vs_ITA,5
23,FRA,R2,FLOAT,win,12,11,FRA_vs_ITA,5
24,FRA,R2,FLOAT,win,13,11,FRA_vs_ITA,5
25,ITA,R2,HYBRID,loss,13,12,FRA_vs_ITA,5
26,ITA,R3,JUMP,win,13,13,FRA_vs_ITA,5
27,ITA,R3,HYBRID,win,13,14,FRA_vs_ITA,5
28,FRA,R3,HYBRID,loss,14,14,FRA_vs_ITA,5
29,ITA,R3,JUMP,loss,14,15,FRA_vs_ITA,5
30,FRA,R4,JUMP,loss,15,15,FRA_vs_ITA,5
31,ITA,R4,JUMP,loss,15,16,FRA_vs_ITA,5
32,ITA,R5,JUMP,win,15,17,FRA_vs_ITA,5
