rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,USA,R1,FLOAT,loss,0,1,SLO_vs_USA,5
2,USA,R2,JUMP,win,0,2,SLO_vs_USA,5
3,USA,R2,JUMP,win,0,3,SLO_vs_USA,5
4,SLO,R2,JUMP,loss,1,3,SLO_vs_USA,5
5,USA,R2,JUMP,loss,1,4,SLO_vs_USA,5
6,SLO,R3,HYBRID,loss,2,4,SLO_vs_USA,5
7,USA,R3,JUMP,loss,2,5,SLO_vs_USA,5
8,SLO,R4,JUMP,loss,3,5,SLO_vs_USA,5
9,USA,R4,JUMP,loss,3,6,SLO_vs_USA,5
10,USA,R5,JUMP,win,3,7,SLO_vs_USA,5
11,USA,R5,JUMP,win,3,8,SLO_vs_USA,5
12,USA,R5,JUMP,win,3,9,SLO_vs_USA,5
13,SLO,R5,JUMP,loss,4,9,SLO_vs_USA,5
14,USA,R5,JUMP,loss,4,10,SLO_vs_USA,5
15,SLO,R6,JUMP,loss,5,10,SLO_vs_USA,5
16,SLO,R6,JUMP,win,6,10,SLO_vs_USA,5
17,USA,R6,JUMP,loss,6,11,SLO_vs_USA,5
18,SLO,R1,JUMP,loss,7,11,SLO_vs_USA,5
19,USA,R1,JUMP,loss,7,12,SLO_vs_USA,5
20,USA,R2,JUMP,win,7,13,SLO_vs_USA,5
21,USA,R2,JUMP,win,7,14,SLO_vs_USA,5
22,USA,R2,JUMP,win,7,15,SLO_vs_USA,5
