rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,SLO,R1,JUMP,loss,0,1,ITA_vs_SLO,2
2,ITA,R2,JUMP,loss,1,1,ITA_vs_SLO,2
3,SLO,R2,JUMP,loss,1,2,ITA_vs_SLO,2
4,ITA,R3,FLOAT,loss,2,2,ITA_vs_SLO,2
5,ITA,R3,HYBRID,win,3,2,ITA_vs_SLO,2
6,SLO,R3,HYBRID,loss,3,3,ITA_vs_SLO,2
7,SLO,R4,JUMP,win,3,4,ITA_vs_SLO,2
8,SLO,R4,JUMP,win,3,5,ITA_vs_SLO,2
9,ITA,R4,JUMP,loss,4,5,ITA_vs_SLO,2
10,ITA,R4,JUMP,win,5,5,ITA_vs_SLO,2
11,SLO,R4,JUMP,loss,5,6,ITA_vs_SLO,2
12,ITA,R5,JUMP,loss,6,6,ITA_vs_SLO,2
13,SLO,R5,HYBRID,loss,6,7,ITA_vs_SLO,2
14,SLO,R6,JUMP,win,6,8,ITA_vs_SLO,2
15,SLO,R6,HYBRID,win,6,9,ITA_vs_SLO,2
16,ITA,R6,HYBRID,loss,7,9,ITA_vs_SLO,2
17,SLO,R6,HYBRID,loss,7,10,ITA_vs_SLO,2
18,ITA,R1,JUMP,loss,8,10,ITA_vs_SLO,2
19,ITA,R1,HYBRID,win,9,10,ITA_vs_SLO,2
20,SLO,R1,JUMP,loss,9,11,ITA_vs_SLO,2
21,SLO,R2,JUMP,win,9,12,ITA_vs_SLO,2
22,ITA,R2,JUMP,loss,10,12,ITA_vs_SLO,2
23,SLO,R2,JUMP,loss,10,13,ITA_vs_SLO,2
24,SLO,R3,FLOAT,win,10,14,ITA_vs_SLO,2
25,ITA,R3,FLOAT,loss,11,14,ITA_vs_SLO,2
26,SLO,R3,FLOAT,loss,11,15,ITA_vs_SLO,2
