rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,FRA,R1,JUMP,win,1,0,FRA_vs_JPN,4
2,JPN,R1,JUMP,loss,1,1,FRA_vs_JPN,4
3,FRA,R2,JUMP,loss,2,1,FRA_vs_JPN,4
4,JPN,R2,JUMP,loss,2,2,FRA_vs_JPN,4
5,FRA,R3,FLOAT,loss,3,2,FRA_vs_JPN,4
6,JPN,R3,HYBRID,loss,3,3,FRA_vs_JPN,4
7,FRA,R4,JUMP,loss,4,3,FRA_vs_JPN,4
8,JPN,R4,JUMP,loss,4,4,FRA_vs_JPN,4
9,FRA,R5,JUMP,loss,5,4,FRA_vs_JPN,4
10,JPN,R5,JUMP,loss,5,5,FRA_vs_JPN,4
11,FRA,R6,FLOAT,loss,6,5,FRA_vs_JPN,4
12,FRA,R6,JUMP,win,7,5,FRA_vs_JPN,4
13,JPN,R6,FLOAT,loss,7,6,FRA_vs_JPN,4
14,JPN,R1,FLOAT,win,7,7,FRA_vs_JPN,4
15,FRA,R1,FLOAT,loss,8,7,FRA_vs_JPN,4
16,FRA,R1,JUMP,win,9,7,FRA_vs_JPN,4
17,JPN,R1,JUMP,loss,9,8,FRA_vs_JPN,4
18,FRA,R2,JUMP,loss,10,8,FRA_vs_JPN,4
19,JPN,R2,FLOAT,loss,10,9,FRA_vs_JPN,4
20,FRA,R3,FLOAT,loss,11,9,FRA_vs_JPN,4
21,JPN,R3,JUMP,loss,11,10,FRA_vs_JPN,4
22,FRA,R4,JUMP,loss,12,10,FRA_vs_JPN,4
23,JPN,R4,JUMP,loss,12,11,FRA_vs_JPN,4
24,FRA,R5,JUMP,loss,13,11,FRA_vs_JPN,4
25,JPN,R5,FLOAT,loss,13,12,FRA_vs_JPN,4
26,JPN,R6,JUMP,win,13,13,FRA_vs_JPN,4
27,FRA,R6,JUMP,loss,14,13,FRA_vs_JPN,4
28,FRA,R6,FLOAT,win,15,13,FRA_vs_JPN,4
